time,2001,4001,6007,7001,7002,8004,8005,8006,9002,10003,11001,11003,12001,12002,13007,13008,15006,15007,15012,15016,15025,16001,16004,18003,21006,21009,21022,23004,25001,27001,27003,27007,27021,27034,27041,27071,27080,28015,28018,28024,28067,28080,28085,33022,33034,33039,36006,38001,39002,39008,39010,39016,39021,39034,40003,42004,43007,43008,43009,44001
2006-10-01,144.0375,211.08597,219.74123,209.93272,199.7445,185.75932,154.7778,143.4741,99.84122,81.12475,100.31901,132.30962,176.95448,161.54259,154.13992,168.92912,205.20882,224.16016,210.99477,238.73087,202.9347,220.85336,209.83116,245.01126,162.39456,112.65155,77.777084,147.2555,132.91525,83.43651,112.46217,147.4705,67.4504,199.40201,67.29141,90.968025,141.08467,41.409637,83.94821,43.882187,80.44247,129.51962,82.19885,34.90755,38.68716,38.512993,39.254448,37.103962,47.105934,50.17719,41.02856,50.93228,42.297287,49.71006,53.530476,54.262238,57.85387,54.031143,64.206635,65.14519
2006-10-02,147.76006,213.99338,222.11139,213.35974,203.80446,191.07915,155.91238,145.72345,103.8194,82.21988,102.01956,135.4629,179.57384,163.99786,155.54266,170.12073,206.7143,225.71404,212.49907,240.1688,204.46126,222.13544,211.1277,246.00023,163.54192,113.57443,78.32118,148.21117,134.53401,83.89866,113.4489,148.39703,68.38839,200.30946,67.663025,91.615,142.12372,41.828312,84.80497,45.279404,81.19201,130.92934,82.95407,35.36776,38.989773,39.056046,39.54678,37.404984,47.625137,50.849434,41.33796,51.39033,42.91667,50.64276,53.903862,54.61277,58.20132,54.379787,64.70307,65.54002
2006-10-03,149.33594,215.79979,223.64912,214.84564,205.54826,194.50285,156.77385,147.59375,107.414406,83.32932,103.51938,137.89069,181.21727,165.68044,156.63344,171.13184,207.93918,226.9899,213.69572,241.3219,205.5371,223.20596,212.21234,246.96225,164.69106,114.512115,78.852234,149.27098,136.39319,84.402,114.383606,149.28017,69.22011,201.02751,68.109245,92.37848,143.10205,42.2474,85.67809,46.237793,81.896805,131.96889,83.65604,35.83234,39.337017,39.551388,39.894745,37.74904,48.156124,51.457764,41.6963,51.871346,43.44524,51.443317,54.503708,55.046707,58.600494,54.772602,65.15568,65.978004
2006-10-04,150.606,217.26152,224.89742,215.67226,206.50378,196.05228,157.54214,148.92334,109.14431,84.15854,104.47925,139.231,182.33676,166.83447,157.39207,171.91034,209.00903,228.1324,214.76051,242.3458,206.37543,224.2051,213.2301,248.03233,165.68578,115.387985,79.36439,150.13953,137.57716,84.87142,115.169945,150.03467,69.92325,201.53365,68.537636,93.07154,143.90327,42.63914,86.50911,46.884304,82.51364,132.75757,84.27399,36.21917,39.648518,39.96098,40.20848,38.07285,48.647793,51.979122,42.035046,52.30902,43.873028,52.12087,54.92988,55.453724,58.970158,55.155453,65.54045,66.4026
2006-10-05,151.75769,218.87204,226.19327,216.85695,207.5138,197.31622,158.5314,150.32664,110.38918,84.92582,105.3224,140.38033,183.47493,167.93848,158.18082,172.76218,210.18277,229.3552,216.09326,243.61139,207.34091,225.33952,214.37025,249.13179,166.97447,116.45972,80.02979,151.59244,139.1729,85.66457,116.52584,151.47353,70.81779,203.05695,69.194084,94.14702,145.52158,43.072117,87.67292,47.463493,83.363235,133.91826,85.14012,36.636196,40.12232,40.39708,40.67575,38.464314,49.166454,52.52252,42.44995,52.810543,44.32776,52.794712,55.47877,55.936195,59.438778,55.589417,65.98786,66.98129
2006-10-06,153.73181,221.0603,227.68513,218.43845,208.78658,198.51067,159.82957,151.94482,111.48109,85.56327,106.00047,141.36908,184.55264,168.92245,158.79169,173.43555,211.19519,230.38599,217.40628,244.64616,208.14662,226.21281,215.24683,249.82787,167.98161,117.28704,80.558815,153.22499,140.7508,86.31307,118.07402,152.68848,71.75287,204.45558,69.68323,95.048904,147.33908,43.384296,89.06933,47.878803,84.37838,134.91566,86.210785,36.98521,40.49524,40.71317,41.057316,38.75338,49.538933,52.930325,42.760128,53.228542,44.646946,53.304142,56.182278,56.29763,59.81243,55.91556,66.36691,67.43703
2006-10-07,155.05345,222.738,228.81866,219.1579,209.32486,199.09406,160.58054,152.96233,112.19633,85.9645,106.41467,141.99615,185.14919,169.4671,159.04956,173.73555,211.8271,231.10272,218.26729,245.12263,208.50256,226.69661,215.7521,250.29247,168.6029,117.880585,80.91651,154.0575,141.64902,86.73047,119.20656,153.2707,72.57148,204.83156,70.05481,95.67448,148.46829,43.66618,90.2735,48.220776,85.284134,135.55534,87.14028,37.330578,40.80703,40.999844,41.39358,39.012722,49.888622,53.28909,43.041973,53.660934,44.914494,53.741096,57.097565,56.63647,60.156765,56.21311,66.67875,67.823456
2006-10-08,156.08417,224.1181,229.95331,219.78064,209.87944,199.80351,161.3604,153.96811,112.95649,86.42359,106.91416,142.707,185.93687,170.18042,159.51598,174.26553,212.64694,231.98116,219.23952,245.7949,209.1391,227.41927,216.51015,250.96939,169.39043,118.57462,81.36551,154.91225,142.50336,87.203,120.15724,153.94699,73.351364,205.27394,70.442604,96.29338,149.37054,43.985703,91.305954,48.60723,86.08459,136.13853,87.95184,37.69833,41.175735,41.31867,41.77868,39.325436,50.259193,53.655155,43.37841,54.107246,45.21359,54.1924,57.7404,56.99952,60.482437,56.52092,66.975624,68.18266
2006-10-09,156.93263,225.10925,230.82307,220.26244,210.32701,200.4839,162.0449,154.84311,113.64525,86.87678,107.42078,143.39357,186.69148,170.88895,160.03323,174.83095,213.4146,232.76184,220.0747,246.37248,209.76614,228.09941,217.23102,251.48723,170.25555,119.353134,81.827156,155.80305,143.36856,87.68973,121.07431,154.66524,74.16996,205.79726,70.81332,96.91124,150.23462,44.31362,92.41227,49.002277,86.914215,136.84206,88.79989,38.073486,41.52272,41.667503,42.18913,39.70605,50.657246,54.065197,43.787674,54.57721,45.567307,54.704445,58.289314,57.443058,60.914894,56.909473,67.37959,68.73181
2006-10-10,158.00795,226.15266,231.74702,220.76141,210.91502,201.25545,162.8382,155.81126,114.48709,87.49354,108.09241,144.2178,187.55531,171.72888,160.73485,175.56683,214.3375,233.70775,221.04163,247.16942,210.47888,228.99698,218.15591,252.27026,171.3265,120.325745,82.467155,156.83344,144.45117,88.3959,122.221436,155.69003,75.16919,206.69492,71.40242,97.75718,151.36703,44.774952,93.7215,49.547874,87.925606,137.90005,89.82751,38.553387,41.96167,42.15126,42.740303,40.21349,51.138855,54.550915,44.336796,55.11888,46.031696,55.328938,58.816956,57.92537,61.374615,57.33378,67.80616,69.307205
2006-10-11,159.53331,227.01952,232.60013,221.73347,211.75905,202.79045,163.65994,156.91899,115.64829,88.42861,109.16197,145.87622,189.80731,173.89957,163.69543,178.23834,215.70126,235.00931,222.54681,248.38873,212.84282,230.29071,219.48022,253.34906,172.56699,121.39312,83.311264,158.16492,145.8629,89.23213,123.717926,156.99648,76.32612,208.04358,71.96372,98.68967,153.14111,45.22546,95.252655,50.25131,89.15086,139.06436,91.037575,39.07799,42.411816,42.969894,43.308876,40.736485,51.74275,55.127285,44.89568,55.731476,46.804295,56.176723,59.449818,58.46949,61.863384,57.782753,68.26407,69.92301
2006-10-12,160.93413,227.719,233.386,222.53967,212.45772,204.2116,164.53207,158.09576,116.80033,89.37444,110.214325,147.59334,191.98343,176.19902,166.57988,181.08215,217.11745,236.34378,224.01535,249.44504,214.93909,231.38605,220.64679,254.171,173.73492,122.47331,84.11838,159.20906,147.03154,90.04016,125.30503,158.12762,77.708824,209.06012,72.510796,99.54385,154.83885,45.684063,96.89298,51.09742,90.59518,140.04623,92.43843,39.582527,42.821873,44.218082,43.8196,41.1963,52.574646,55.830067,45.41268,56.45398,47.984417,57.33758,60.00739,59.04111,62.386364,58.26821,68.74177,70.569466
