# Climatic indices calculated with observation-based data (precipitation and temperature) and with simulation-based data (potential evapotranspiration). Only years with complete hydrological year are used (5% missing values are tolerated per hydrological year).
gauge_id,ind_start_date,ind_end_date,ind_number_of_years,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing
2252,1981-10-01,2018-09-30,37,4.669,1.364,0.292,0.245,0.179,18.19,1.143,jja,212.409,3.705,son
2256,1981-10-01,2020-09-30,39,3.036,0.964,0.317,0.384,0.516,20.82,1.283,jja,241.457,4.4,djf
2262,1981-10-01,2020-09-30,39,3.242,1.067,0.329,0.36,0.497,20.589,1.308,jja,243.406,4.52,djf
2263,1981-10-01,2020-09-30,39,2.73,1.04,0.381,0.442,0.452,20.948,1.299,jja,254.047,4.798,djf
2265,1981-10-01,2020-09-30,39,2.694,1.206,0.448,0.426,0.412,19.564,1.249,jja,239.739,4.244,djf
2268,1981-10-01,2020-09-30,39,5.351,0.932,0.174,-0.091,0.7,17.102,1.283,djf,197.894,3.461,son
2269,1981-10-01,2020-09-30,39,4.293,1.121,0.261,0.086,0.587,18.615,1.21,jja,213.586,3.625,son
2270,1981-10-01,2016-09-30,35,4.311,1.653,0.383,-0.018,0.128,15.628,1.169,son,201.853,3.655,son
2276,1981-10-01,2020-09-30,39,4.692,1.32,0.281,0.258,0.351,17.025,1.167,jja,209.791,3.488,son
2282,1981-10-01,2020-09-30,39,4.519,2.106,0.466,0.219,0.14,17.513,1.18,jja,212.689,3.662,son
2283,1981-10-01,2020-09-30,39,4.559,1.365,0.299,0.219,0.149,17.692,1.192,jja,212.124,3.654,son
2288,1981-10-01,2020-09-30,39,3.564,1.655,0.464,0.319,0.234,15.077,1.185,jja,192.817,3.351,son
2289,1981-10-01,2020-09-30,39,3.708,1.704,0.46,0.227,0.137,13.436,1.157,jja,187.715,3.385,son
2290,1981-10-01,2020-09-30,39,4.199,1.594,0.38,-0.055,0.153,17.282,1.206,djf,210.201,3.795,son
2299,1981-10-01,2020-09-30,39,4.554,1.105,0.243,0.109,0.515,16.513,1.193,son,205.945,3.467,son
2300,1981-10-01,2020-09-30,39,5.862,1.453,0.248,0.257,0.22,16.205,1.147,jja,198.509,3.435,son
2303,1981-10-01,2020-09-30,39,4.834,1.488,0.308,0.247,0.143,15.974,1.164,jja,200.355,3.493,son
2304,1981-10-01,2020-09-30,39,2.524,1.288,0.51,0.429,0.392,20.82,1.234,jja,251.637,4.518,djf
2305,1981-10-01,2020-09-30,38,4.124,1.45,0.352,0.343,0.084,16.684,1.178,jja,212.256,3.582,son
2307,1981-10-01,2020-09-30,39,3.727,1.766,0.474,0.011,0.141,16.846,1.184,son,210.637,3.812,son
2308,1981-10-01,2020-09-30,39,3.911,1.691,0.432,0.408,0.078,17.487,1.188,jja,215.714,3.667,son
2309,1981-10-01,2020-09-30,39,3.173,1.596,0.503,0.428,0.031,17.923,1.181,jja,224.278,3.774,son
2312,1981-10-01,2020-09-30,39,2.795,1.626,0.582,0.343,0.032,19.025,1.187,jja,233.406,3.979,son
2319,1981-10-01,2020-09-30,39,2.497,1.123,0.45,0.405,0.409,20.769,1.231,jja,254.79,4.663,djf
2321,1981-10-01,2020-09-30,39,5.176,2.62,0.506,0.398,0.063,22.897,1.37,son,251.739,5.445,djf
2327,1981-10-01,2020-09-30,39,2.749,1.123,0.408,0.407,0.435,19.538,1.223,jja,233.919,3.894,djf
2342,1981-10-01,2020-09-30,39,3.154,1.79,0.567,0.062,0.38,18.282,1.333,son,243.534,4.656,djf
2343,1981-10-01,2020-09-30,39,3.556,1.578,0.444,0.214,0.084,18.077,1.163,jja,220.278,3.808,son
2346,1981-10-01,2020-09-30,39,4.467,1.271,0.285,0.07,0.528,17.102,1.288,son,207.253,3.659,son
2347,1981-10-01,2020-09-30,39,4.681,1.713,0.366,0.487,0.216,23.051,1.362,jja,255.278,5.437,djf
2349,1981-10-01,2020-09-30,39,4.607,2.505,0.544,0.295,0.063,24.512,1.337,son,255.637,5.57,djf
2351,1981-10-01,2020-09-30,39,3.011,1.385,0.46,0.19,0.54,18.897,1.288,son,245.226,4.543,djf
2352,1981-10-01,2020-09-30,39,5.13,1.234,0.241,0.251,0.443,16.282,1.216,jja,200.458,3.447,son
2355,1981-10-01,2020-09-30,39,2.882,1.242,0.431,0.39,0.405,19.436,1.215,jja,230.56,3.813,son
2356,1981-10-01,2020-09-30,39,5.083,1.393,0.274,0.226,0.344,20.512,1.465,son,238.662,4.638,djf
2364,1981-10-01,2020-09-30,39,4.927,1.331,0.27,0.162,0.398,18.923,1.422,son,210.791,3.725,djf
2366,1981-10-01,2020-09-30,39,3.809,1.289,0.339,0.274,0.418,20.769,1.341,son,244.483,4.638,djf
2368,1985-10-01,2020-09-30,35,5.281,2.0,0.379,0.287,0.178,20.8,1.517,son,236.167,4.636,djf
2369,1981-10-01,2020-09-30,39,3.006,1.84,0.612,0.115,0.041,19.974,1.179,jja,237.38,4.377,son
2370,1981-10-01,2020-09-30,39,4.24,1.686,0.398,-0.031,0.124,15.769,1.178,son,202.381,3.669,son
2371,1981-10-01,2020-09-30,39,5.218,1.874,0.359,-0.09,0.169,18.487,1.212,djf,208.766,3.833,son
2372,1981-10-01,2020-09-30,39,5.063,1.383,0.273,0.246,0.357,16.128,1.207,jja,198.227,3.448,son
2374,1981-10-01,2020-09-30,39,4.734,1.489,0.315,0.27,0.132,16.23,1.161,jja,204.919,3.496,son
2378,1981-10-01,2020-09-30,39,4.671,1.863,0.399,-0.106,0.145,17.82,1.18,djf,209.407,3.834,son
2386,1981-10-01,2020-09-30,39,3.247,1.703,0.525,0.233,0.047,17.846,1.156,jja,223.432,3.851,son
2387,1981-10-01,2020-09-30,39,3.138,1.361,0.434,0.44,0.324,18.82,1.244,jja,227.97,3.866,djf
2392,1981-10-01,2020-09-30,39,3.562,1.656,0.465,0.319,0.234,15.102,1.185,jja,192.791,3.352,son
2403,1981-10-01,2020-09-30,39,2.718,1.153,0.424,0.416,0.437,20.179,1.261,jja,243.868,4.409,djf
2409,1981-10-01,2020-09-30,39,4.436,1.533,0.346,0.29,0.174,17.615,1.166,NaN,208.612,3.584,son
2410,1981-10-01,2020-09-30,39,3.519,2.245,0.638,0.375,0.086,18.871,1.191,jja,220.535,3.736,son
2412,1981-10-01,2020-09-30,39,3.631,1.663,0.458,0.192,0.065,19.282,1.171,jja,223.74,4.017,son
2414,1981-10-01,2020-09-30,39,4.102,1.522,0.371,0.216,0.086,17.589,1.161,jja,213.894,3.636,son
2415,1981-10-01,2020-09-30,39,3.202,1.853,0.579,0.262,0.035,17.538,1.175,jja,221.56,3.877,son
2416,1981-10-01,2020-09-30,39,3.187,1.625,0.51,0.338,0.04,17.743,1.181,jja,225.509,3.851,son
2417,1981-10-01,2020-09-30,39,3.134,1.656,0.528,0.347,0.041,17.82,1.174,jja,225.714,3.821,son
2418,1981-10-01,2020-09-30,39,2.899,1.304,0.45,0.442,0.342,20.0,1.252,jja,239.893,4.113,djf
2419,1981-10-01,2020-09-30,39,4.985,1.178,0.236,-0.0,0.56,16.871,1.28,son,200.586,3.582,son
2420,1981-10-01,2020-09-30,39,4.468,1.926,0.431,0.454,0.213,21.769,1.352,jja,246.252,4.981,djf
2426,1981-10-01,2020-09-30,39,4.355,1.366,0.314,0.245,0.349,17.692,1.206,jja,209.099,3.585,son
2430,1981-10-01,2020-09-30,39,4.322,1.028,0.238,0.333,0.486,18.871,1.282,jja,217.74,3.713,djf
2432,1981-10-01,2020-09-30,39,3.201,1.949,0.609,-0.008,0.038,19.282,1.182,son,229.714,4.244,son
2433,1981-10-01,2020-09-30,39,3.994,1.962,0.491,-0.094,0.09,19.589,1.215,djf,224.458,4.217,son
2434,1981-10-01,2020-09-30,39,3.369,1.916,0.569,0.095,0.071,17.948,1.144,jja,219.406,3.87,son
2436,1981-10-01,2020-09-30,39,5.172,1.669,0.323,0.163,0.223,16.513,1.169,jja,202.766,3.512,son
2437,1981-10-01,2020-09-30,39,3.281,1.779,0.542,0.125,0.04,19.974,1.17,jja,231.432,4.238,son
2446,1983-10-01,2020-09-30,37,3.342,1.869,0.559,0.033,0.056,18.053,1.184,son,219.718,4.047,son
2447,1983-10-01,2020-09-30,37,3.03,1.833,0.605,0.158,0.039,19.648,1.167,jja,231.555,4.239,son
2450,1981-10-01,2020-09-30,39,3.282,1.641,0.5,0.222,0.057,18.051,1.177,jja,219.765,3.753,son
2457,1981-10-01,2020-09-30,38,4.833,1.321,0.273,0.149,0.422,16.105,1.181,jja,201.493,3.418,son
2458,1981-10-01,2020-09-30,39,3.58,1.812,0.506,-0.004,0.114,18.359,1.182,djf,216.842,3.926,son
2461,1981-10-01,2020-09-30,39,5.305,2.627,0.495,0.376,0.054,22.769,1.383,son,253.816,5.536,djf
2462,1999-10-01,2020-09-30,21,2.815,1.22,0.434,0.37,0.434,19.617,1.252,jja,242.405,4.385,djf
2463,1981-10-01,2020-09-30,39,4.813,2.742,0.57,0.373,0.015,23.282,1.376,son,255.97,5.615,djf
2467,1981-10-01,2020-09-30,39,3.826,1.638,0.428,0.198,0.115,17.743,1.173,jja,212.483,3.755,son
2468,1981-10-01,2020-09-30,39,4.749,1.494,0.315,0.309,0.134,15.615,1.173,jja,201.74,3.486,son
2469,1981-10-01,2020-09-30,39,4.115,1.344,0.327,0.228,0.32,17.718,1.163,NaN,210.253,3.568,son
2471,1981-10-01,2020-09-30,39,3.327,1.672,0.502,0.187,0.062,18.436,1.158,jja,222.022,3.86,son
2473,1981-10-01,2020-09-30,39,3.638,1.498,0.412,0.343,0.306,16.307,1.207,jja,202.304,3.433,djf
2474,1982-10-01,2020-09-30,37,4.598,1.665,0.362,0.449,0.272,21.431,1.363,son,245.716,4.966,djf
2475,1982-10-01,2020-09-30,38,5.266,1.645,0.312,0.225,0.301,20.999,1.511,son,233.044,4.495,djf
2477,1982-10-01,2020-09-30,38,4.287,1.696,0.396,0.393,0.07,17.684,1.177,jja,212.545,3.63,son
2478,1982-10-01,2020-09-30,38,3.529,1.998,0.566,0.076,0.081,17.841,1.185,jja,213.361,3.748,son
