# Soil attributes based on EU-SoilHydroGrids (3D soil hydraulic database of Europe) and European Soil Database Derived data (Europe, 1km resolution, soil topological units; ESDD)
gauge_id,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing
2371,52.48,37.692,40.462,44.075,72.007,77.457,0.492,0.0,31.182,13.369,15.711,35.942,39.504,43.101,-0.372,0.0,16.338,7.134,14.856,17.904,21.089,23.785,-0.295,0.0,1.852,0.448,0.639,0.858,1.75,7.284,0.194,0.0,1.394,1.132,1.333,1.399,1.474,1.596,-0.022,0.0,82.787,47.008,55.948,83.301,113.276,117.875,-0.016,0.0,1.002,0.399,0.618,1.058,1.179,1.276,-0.145,0.0,7.008,3.112,4.786,7.895,9.201,10.681,-0.255,0.0,48.883,46.366,47.945,49.037,49.919,50.634,-0.112,0.54,30.781,3.99,10.429,29.082,53.872,78.888,0.07,0.54
2372,72.082,43.312,68.305,72.783,76.973,85.281,-0.061,32.11,17.292,9.105,13.232,16.386,17.983,35.293,0.124,32.11,10.625,4.812,8.309,9.685,13.097,19.512,0.19,32.11,0.744,0.37,0.419,0.57,1.0,1.344,0.239,32.11,1.548,1.359,1.515,1.545,1.59,1.706,0.026,32.11,79.753,31.213,69.763,86.857,104.23,113.021,-0.231,32.11,0.759,0.015,0.073,1.03,1.165,1.273,-0.435,0.0,8.665,2.953,4.389,8.049,11.038,19.343,0.103,32.11,48.563,39.821,48.188,50.536,51.727,53.358,-0.361,2.14,25.624,4.595,27.182,27.566,28.864,30.637,-0.196,2.14
2374,45.726,28.958,40.525,43.548,57.932,71.823,0.143,0.0,35.0,15.795,30.894,35.232,36.519,47.878,-0.022,0.0,19.274,8.696,14.427,20.762,23.597,24.237,-0.265,0.0,0.568,0.424,0.489,0.56,0.645,0.796,0.07,0.0,1.435,1.362,1.377,1.407,1.518,1.563,0.351,0.0,105.351,86.255,95.426,105.755,111.395,121.216,-0.034,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,7.608,2.694,3.33,4.974,14.776,16.494,0.449,0.0,48.614,47.046,47.836,48.505,49.329,50.555,0.098,0.0,13.172,3.278,6.867,11.354,20.105,55.364,0.095,0.0
2378,58.778,37.221,42.11,51.961,75.719,77.775,0.389,2.04,25.828,12.893,15.228,21.783,37.468,43.714,0.321,2.04,15.394,7.033,8.31,17.205,20.606,27.002,-0.283,2.04,2.897,0.43,0.53,0.791,1.373,8.72,0.254,2.04,1.392,1.091,1.358,1.409,1.514,1.623,-0.06,2.04,90.909,47.964,76.584,84.772,112.489,131.042,0.173,2.04,1.089,0.368,0.843,1.093,1.196,1.279,-0.011,0.0,6.73,2.793,4.656,7.228,9.142,11.884,-0.145,2.04,49.158,45.665,48.766,49.588,49.987,50.642,-0.293,2.08,28.54,3.449,7.725,26.538,54.206,79.253,0.073,2.08
2386,41.099,36.429,40.49,40.771,41.612,44.014,0.123,0.0,35.151,27.645,34.501,34.756,35.025,36.759,0.147,0.0,23.751,18.881,24.081,24.312,24.789,25.401,-0.25,0.0,0.577,0.462,0.523,0.582,0.595,0.686,-0.073,0.0,1.386,1.37,1.378,1.384,1.392,1.417,0.119,0.0,97.595,85.644,95.459,98.497,102.646,110.041,-0.079,0.0,1.274,0.54,0.7,0.9,1.1,1.26,2.612,0.0,13.042,6.987,11.285,12.524,14.809,16.381,0.166,0.0,45.149,43.295,44.241,44.943,46.061,47.483,0.159,0.0,67.918,9.846,53.409,69.019,80.329,126.366,-0.034,0.0
2387,72.197,42.036,66.261,72.978,77.45,87.044,-0.063,21.67,17.998,8.694,13.211,17.074,23.924,34.768,0.11,21.67,9.806,4.262,8.462,9.667,11.361,19.992,0.03,21.67,0.854,0.409,0.436,0.695,1.354,1.579,0.154,21.67,1.58,1.359,1.54,1.582,1.598,1.728,-0.018,21.67,69.004,18.953,48.253,70.536,104.848,111.02,-0.045,21.67,0.744,0.02,0.108,0.942,1.212,1.282,-0.342,0.0,10.077,2.626,3.656,8.099,15.442,20.078,0.269,21.67,47.013,37.837,46.661,49.081,50.848,52.608,-0.339,0.41,30.211,26.41,27.354,27.737,30.472,59.8,0.196,0.41
2392,54.27,35.271,37.95,43.653,72.652,87.425,0.568,11.95,27.992,8.489,15.903,34.27,35.172,43.962,-0.503,11.95,17.738,4.785,9.76,18.76,24.508,27.388,-0.126,11.95,1.019,0.363,0.448,0.523,1.332,2.173,0.212,11.95,1.453,1.286,1.364,1.416,1.546,1.734,0.252,11.95,80.771,28.851,57.528,83.361,110.423,113.175,-0.084,11.95,0.898,0.04,0.427,1.173,1.246,1.346,-0.529,0.0,9.966,2.839,3.304,8.831,15.797,19.839,0.167,11.95,46.824,39.785,44.19,47.542,49.767,52.142,-0.169,4.48,47.047,2.857,27.193,27.988,69.071,147.063,0.452,4.48
2403,73.509,50.729,72.529,75.044,77.493,84.724,-0.156,38.74,17.291,9.749,13.567,16.495,21.716,30.37,0.119,38.74,9.2,4.706,8.388,9.384,10.164,14.72,-0.05,38.74,0.873,0.425,0.435,0.712,1.271,1.508,0.307,38.74,1.589,1.36,1.562,1.587,1.603,1.71,0.019,38.74,61.519,17.648,37.973,69.895,85.541,108.381,-0.234,38.74,0.514,0.012,0.059,0.2,1.044,1.249,0.544,0.0,11.859,2.713,3.74,13.044,16.692,20.138,-0.156,38.74,43.851,21.695,38.549,48.093,50.242,52.135,-0.489,3.67,28.979,26.454,27.268,27.631,31.596,36.331,0.153,3.67
2409,49.98,26.528,38.367,43.753,64.382,78.703,0.347,0.0,32.135,12.44,24.665,34.596,35.605,52.332,-0.198,0.0,17.885,6.59,11.779,19.464,23.919,27.132,-0.207,0.0,1.333,0.426,0.499,0.664,1.242,1.695,0.173,0.0,1.41,1.227,1.36,1.418,1.534,1.637,-0.04,0.0,104.413,81.393,95.432,105.716,108.261,120.641,-0.068,0.0,1.251,1.046,1.165,1.21,1.255,1.291,0.454,0.0,6.668,2.587,3.226,4.745,7.481,16.754,0.36,0.0,48.964,46.38,47.836,48.904,50.071,51.421,0.039,0.0,26.825,4.821,14.582,27.327,31.544,78.435,-0.023,0.0
2410,70.138,37.341,72.8,77.862,78.547,79.094,-0.476,0.0,17.123,11.318,11.666,12.101,16.616,37.43,0.475,0.0,12.739,9.076,9.557,9.628,9.7,24.531,0.521,0.0,0.545,0.326,0.357,0.395,0.518,1.578,0.295,0.0,1.532,1.344,1.446,1.592,1.594,1.596,-0.518,0.0,77.87,54.684,72.775,77.759,84.245,107.168,0.007,0.0,1.234,0.682,1.057,1.138,1.219,1.284,0.407,0.0,11.121,4.839,11.318,11.543,11.769,14.705,-0.168,0.0,48.094,46.43,47.0,47.573,49.35,51.231,0.303,0.0,31.61,2.954,5.248,28.774,54.575,79.129,0.101,0.0
2412,47.495,33.332,38.633,40.661,53.246,77.296,0.427,0.0,31.25,12.943,28.008,34.479,34.697,45.158,-0.3,0.0,21.255,7.748,13.76,24.335,26.461,29.751,-0.383,0.0,4.952,0.406,0.593,0.728,1.66,21.25,0.397,0.0,1.266,0.585,1.278,1.384,1.47,1.631,-0.297,0.0,104.067,49.769,83.909,102.811,106.272,186.354,0.025,0.0,1.073,0.607,1.009,1.146,1.224,1.285,-0.256,0.0,8.619,2.007,3.842,7.686,14.861,15.92,0.163,0.0,46.252,44.841,45.631,46.248,46.815,47.663,0.004,0.0,39.883,3.878,9.869,31.781,69.099,111.862,0.206,0.0
2414,40.975,40.415,40.537,40.69,41.916,43.829,0.258,0.0,34.959,34.516,34.736,35.011,35.328,35.62,-0.13,0.0,24.066,20.551,22.755,24.299,24.727,25.068,-0.164,0.0,0.597,0.579,0.583,0.588,0.604,0.696,0.217,0.0,1.384,1.375,1.378,1.382,1.395,1.413,0.131,0.0,102.81,95.408,95.473,99.646,104.283,107.992,0.472,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,9.686,5.746,8.421,11.766,14.968,16.532,-0.409,0.0,47.835,46.555,46.998,47.996,48.66,48.956,-0.187,0.0,9.351,4.121,11.085,19.789,28.494,46.033,-0.599,0.0
2415,47.93,36.331,40.477,41.23,55.54,73.724,0.504,2.4,30.083,10.165,27.569,34.459,35.26,38.156,-0.436,2.4,21.987,15.124,19.403,24.198,24.825,26.53,-0.512,2.4,2.048,0.305,0.492,0.528,0.617,0.72,0.204,2.4,1.369,1.358,1.378,1.387,1.436,1.518,-0.076,2.4,93.841,67.884,91.658,95.48,101.807,110.541,-0.118,2.4,1.202,0.546,0.778,1.039,1.3,1.46,0.56,0.0,11.541,4.601,7.275,11.352,15.142,17.18,0.042,2.4,43.961,42.351,42.986,43.616,44.828,46.465,0.259,1.87,90.052,44.649,67.711,80.323,124.721,141.328,0.258,1.87
2416,42.509,37.449,40.437,40.842,43.787,54.151,0.269,5.36,34.59,27.233,34.457,35.177,35.726,37.821,-0.183,5.36,22.901,15.253,20.687,24.317,25.225,26.681,-0.349,5.36,2.838,0.467,0.581,0.627,0.719,15.762,0.248,5.36,1.332,0.92,1.372,1.384,1.406,1.485,-0.191,5.36,92.352,64.882,95.405,95.767,104.636,108.618,-0.192,5.36,1.087,0.237,0.744,1.037,1.318,1.464,0.127,0.0,10.812,3.625,4.956,12.229,16.513,16.841,-0.249,5.36,45.74,44.215,45.093,45.673,46.306,47.402,0.073,5.67,46.297,4.771,14.332,54.544,69.031,81.657,-0.27,5.67
2417,41.428,37.457,40.446,40.83,42.417,43.93,0.216,18.05,35.77,34.437,34.987,35.465,36.524,38.082,0.249,18.05,22.801,20.123,20.613,24.08,24.946,25.415,-0.527,18.05,0.654,0.505,0.585,0.638,0.718,0.72,0.205,18.05,1.393,1.367,1.377,1.385,1.407,1.416,0.393,18.05,92.027,63.481,95.393,95.449,101.974,110.072,-0.198,18.05,0.983,0.133,0.634,0.98,1.314,1.463,0.005,0.0,11.912,4.645,5.544,13.579,15.699,16.678,-0.307,18.05,45.878,44.34,45.188,45.798,46.538,47.623,0.08,16.74,39.791,4.349,12.223,52.649,57.451,69.716,-0.465,16.74
2418,72.927,46.276,66.712,72.791,78.077,85.696,0.013,17.36,17.75,9.208,13.109,17.275,22.734,31.483,0.066,17.36,9.323,4.946,8.6,9.766,10.531,13.677,-0.112,17.36,0.741,0.404,0.434,0.614,0.913,1.572,0.272,17.36,1.595,1.527,1.553,1.583,1.602,1.71,0.121,17.36,73.247,21.402,68.468,73.255,96.669,106.336,0.0,17.36,0.841,0.025,0.182,1.145,1.225,1.285,-0.542,0.0,8.97,2.69,3.294,4.43,13.758,19.598,0.627,17.36,47.705,38.656,47.298,50.245,51.442,52.89,-0.4,0.27,29.989,26.478,27.298,27.587,35.257,57.146,0.219,0.27
2419,74.154,41.206,69.875,73.935,79.018,86.019,0.019,43.92,16.913,9.129,12.72,17.033,23.023,34.511,-0.015,43.92,8.933,4.798,7.992,9.315,10.22,19.268,-0.091,43.92,1.0,0.428,0.472,0.808,1.24,2.225,0.315,43.92,1.607,1.399,1.567,1.588,1.621,1.714,0.2,43.92,57.742,17.512,37.291,68.682,81.284,105.298,-0.321,43.92,0.456,0.011,0.053,0.136,1.031,1.246,0.561,0.0,11.425,2.84,3.902,10.332,17.748,20.35,0.142,43.92,48.309,39.525,41.003,51.388,52.407,54.057,-0.492,9.43,27.99,26.551,27.254,27.511,28.943,52.867,0.101,9.43
2420,68.535,38.976,52.675,72.402,81.827,87.683,-0.226,27.24,20.305,8.317,11.287,18.125,29.66,36.83,0.196,27.24,11.16,4.206,8.014,9.582,13.184,23.714,0.238,27.24,1.054,0.428,0.448,0.977,1.423,2.164,0.136,27.24,1.565,1.304,1.527,1.587,1.626,1.737,-0.158,27.24,59.708,17.344,40.651,66.433,87.566,105.424,-0.208,27.24,0.607,0.017,0.083,0.444,1.189,1.278,0.286,0.0,10.795,2.64,3.655,10.056,16.8,20.12,0.099,27.24,48.742,39.673,48.118,50.346,51.361,52.697,-0.365,0.07,29.331,26.65,27.36,27.666,28.535,29.422,0.158,0.07
2426,74.771,65.638,70.594,73.418,77.179,85.482,0.182,20.17,15.55,8.202,12.471,16.243,17.576,23.177,-0.139,20.17,9.679,4.982,8.912,9.633,11.599,14.303,0.013,20.17,0.747,0.342,0.407,0.458,0.917,1.303,0.679,20.17,1.597,1.525,1.543,1.586,1.593,1.709,0.135,20.17,63.055,21.604,57.752,70.366,86.197,99.869,-0.225,20.17,0.746,0.018,0.091,1.005,1.153,1.271,-0.435,0.0,11.434,2.97,4.905,9.734,16.372,20.074,0.243,20.17,50.325,40.423,50.307,51.039,51.624,52.639,-0.248,0.0,27.698,20.268,27.445,28.342,30.587,32.382,-0.081,0.0
2430,75.121,66.45,73.538,75.266,76.994,85.226,-0.04,23.55,15.404,9.389,13.355,15.365,17.374,23.403,0.011,23.55,9.474,6.077,9.146,9.427,9.727,10.438,0.074,23.55,0.76,0.428,0.432,0.436,0.962,1.312,0.705,23.55,1.586,1.557,1.585,1.588,1.589,1.676,-0.075,23.55,53.029,20.761,53.538,69.306,71.65,98.682,-0.542,23.55,0.547,0.016,0.078,0.437,0.91,1.226,0.222,0.0,16.503,3.533,9.266,15.875,18.438,20.488,0.14,23.55,46.538,39.037,40.296,51.504,52.8,54.197,-0.638,1.43,27.47,26.529,27.183,27.375,27.566,27.72,0.265,1.43
2432,43.007,37.445,40.557,41.163,41.876,72.684,0.212,0.0,33.77,16.389,34.076,34.36,34.773,42.647,-0.084,0.0,23.223,16.654,23.779,24.22,24.716,25.777,-0.288,0.0,2.428,0.443,0.533,0.584,0.638,2.254,0.236,0.0,1.332,1.276,1.374,1.381,1.388,1.512,-0.207,0.0,99.05,54.903,91.677,100.359,101.886,126.936,-0.045,0.0,1.207,0.706,1.044,1.129,1.215,1.283,0.32,0.0,11.337,5.211,11.004,11.3,13.097,14.687,0.011,0.0,45.306,43.019,43.792,44.472,46.243,50.076,0.388,0.0,76.534,2.882,37.602,74.978,117.787,140.93,0.034,0.0
2433,53.09,38.149,41.063,42.882,73.307,77.667,0.617,0.0,27.635,9.775,14.303,33.467,34.741,41.411,-0.496,0.0,19.275,7.296,15.281,21.0,23.998,24.887,-0.292,0.0,0.824,0.3,0.483,0.613,0.945,1.757,0.41,0.0,1.436,1.323,1.383,1.392,1.511,1.616,0.445,0.0,83.958,45.006,82.538,86.049,99.784,111.112,-0.1,0.0,1.144,0.54,0.7,0.9,1.1,1.26,0.771,0.0,9.256,3.466,6.118,8.94,11.802,15.238,0.075,0.0,47.213,43.793,44.916,47.033,49.747,50.742,0.072,0.0,53.815,6.866,26.604,55.761,74.912,121.001,-0.054,0.0
2434,39.798,21.758,34.945,40.946,43.354,72.836,-0.068,0.0,31.159,12.752,28.703,32.839,37.117,42.18,-0.181,0.0,29.043,15.131,19.36,23.803,29.451,47.921,0.366,0.0,1.669,0.412,0.535,0.612,1.318,1.574,0.192,0.0,1.325,1.226,1.274,1.371,1.408,1.513,-0.245,0.0,97.483,48.746,91.862,102.127,104.041,122.207,-0.217,0.0,1.204,0.554,0.785,1.08,1.341,1.468,0.465,0.0,6.605,3.553,3.673,5.319,7.523,15.157,0.33,0.0,46.089,43.688,44.699,45.913,47.093,49.327,0.098,0.0,55.196,4.503,12.996,55.881,74.244,139.333,-0.016,0.0
2436,45.042,30.688,38.147,38.576,42.426,75.236,0.418,0.0,32.386,13.678,30.626,34.535,35.131,48.114,-0.182,0.0,22.573,9.864,14.719,25.167,26.677,29.568,-0.355,0.0,3.251,0.4,0.963,1.365,1.694,10.818,0.252,0.0,1.262,0.633,1.25,1.336,1.453,1.58,-0.257,0.0,109.152,83.852,103.308,105.688,106.919,138.377,0.114,0.0,1.167,1.017,1.085,1.166,1.233,1.287,0.019,0.0,6.133,2.331,4.331,4.751,5.809,13.655,0.368,0.0,50.257,47.148,49.765,50.53,51.202,51.79,-0.196,0.0,24.183,4.428,12.618,27.434,30.703,75.134,-0.164,0.0
2437,41.425,40.417,40.546,40.708,42.126,43.871,0.451,0.0,33.877,30.029,33.224,34.77,35.22,35.598,-0.391,0.0,24.697,20.716,23.578,24.675,26.301,29.26,0.007,0.0,6.706,0.58,0.59,0.65,2.491,26.947,0.478,0.0,1.181,0.448,1.115,1.379,1.389,1.412,-0.457,0.0,123.905,95.404,95.452,99.949,108.616,209.387,0.445,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,11.266,2.455,5.296,11.547,15.472,16.633,-0.047,0.0,44.941,44.194,44.648,44.968,45.242,45.627,-0.061,0.0,69.566,50.256,55.951,71.228,75.32,86.968,-0.108,0.0
2446,50.142,37.004,40.499,42.52,65.458,77.64,0.496,8.91,30.181,13.092,22.155,34.486,35.561,43.479,-0.425,8.91,19.677,7.223,17.51,20.658,24.533,27.016,-0.151,8.91,2.599,0.426,0.531,0.636,0.928,2.125,0.243,8.91,1.368,1.184,1.373,1.385,1.42,1.618,-0.064,8.91,98.317,48.053,85.522,95.473,106.88,124.983,0.093,8.91,1.108,0.168,1.158,1.213,1.268,1.405,-0.255,0.0,9.696,2.777,4.844,9.772,13.525,16.758,-0.015,8.91,46.308,43.698,44.412,45.4,48.67,50.156,0.398,8.6,58.812,2.652,3.739,68.586,79.502,140.889,-0.22,8.6
2447,45.558,37.491,40.466,41.075,44.085,74.947,0.376,2.8,32.702,13.595,32.776,34.576,35.443,35.994,-0.252,2.8,21.74,10.041,20.181,24.157,24.962,26.876,-0.447,2.8,1.493,0.408,0.54,0.6,0.708,1.149,0.165,2.8,1.385,1.346,1.376,1.387,1.416,1.575,-0.006,2.8,99.623,73.907,95.416,96.458,104.022,110.103,0.146,2.8,1.245,0.975,1.185,1.233,1.282,1.435,0.052,0.0,11.919,3.439,6.393,12.416,16.514,16.841,-0.101,2.8,44.854,43.727,44.268,44.723,45.288,46.383,0.157,2.79,81.509,6.441,68.526,74.88,116.644,141.618,0.175,2.79
2450,42.137,36.377,40.468,40.747,43.671,58.014,0.194,0.0,35.149,27.571,34.592,35.155,35.632,38.242,-0.002,0.0,22.714,13.518,20.75,24.075,24.738,25.467,-0.37,0.0,0.851,0.469,0.558,0.586,0.654,0.72,0.087,0.0,1.39,1.362,1.377,1.384,1.405,1.529,0.054,0.0,100.105,82.375,95.438,98.114,108.426,112.625,0.16,0.0,1.274,0.669,0.947,1.294,1.399,1.48,-0.127,0.0,10.343,3.305,5.019,11.587,15.648,16.831,-0.224,0.0,45.662,43.965,44.87,45.559,46.22,47.984,0.087,0.07,55.213,7.195,50.903,54.18,69.278,90.238,0.039,0.07
2457,71.487,45.775,68.33,73.931,77.657,85.518,-0.182,52.03,18.185,9.021,12.679,16.08,19.572,37.385,0.232,52.03,10.328,4.719,7.624,9.224,13.823,18.56,0.221,52.03,0.811,0.385,0.46,0.743,1.027,1.326,0.183,52.03,1.531,1.362,1.414,1.534,1.596,1.71,-0.025,52.03,87.498,32.522,70.217,87.818,111.656,113.34,-0.011,52.03,0.571,0.009,0.047,0.094,1.123,1.265,0.749,0.0,6.775,2.896,4.167,4.829,8.488,17.538,0.385,52.03,47.203,38.72,41.452,49.97,51.481,53.214,-0.409,6.61,26.282,3.351,27.242,27.668,29.987,32.247,-0.151,6.61
2458,56.249,38.988,42.812,58.773,74.47,77.571,-0.153,0.0,27.763,13.077,15.304,33.592,36.668,41.88,-0.487,0.0,15.988,7.069,11.059,16.993,19.855,23.307,-0.182,0.0,0.883,0.466,0.611,0.793,1.103,1.758,0.192,0.0,1.461,1.324,1.397,1.424,1.505,1.604,0.367,0.0,94.984,62.43,84.086,97.49,113.297,113.372,-0.128,0.0,1.232,0.54,0.7,0.9,1.1,1.26,1.489,0.0,5.552,2.964,4.667,4.825,7.156,9.2,0.332,0.0,47.561,45.367,46.144,47.503,48.872,49.872,0.039,0.0,34.483,3.922,10.091,49.359,56.584,79.562,-0.507,0.0
2461,61.6,41.533,47.151,62.346,75.018,86.311,-0.044,0.0,25.074,9.089,15.806,26.625,34.545,36.702,-0.149,0.0,13.326,5.278,9.428,11.922,19.021,23.447,0.207,0.0,0.879,0.455,0.519,0.734,1.443,1.508,0.323,0.0,1.526,1.345,1.437,1.54,1.591,1.718,-0.106,0.0,73.848,32.599,37.265,77.589,98.324,104.017,-0.117,0.0,0.956,0.344,0.525,0.783,1.042,1.248,0.429,0.0,8.906,2.579,2.741,3.628,15.532,16.994,0.767,0.0,46.939,45.46,46.158,46.657,47.399,49.83,0.221,0.0,45.032,26.655,31.193,42.237,76.083,88.891,0.11,0.0
2462,73.769,52.128,72.574,75.162,77.502,84.668,-0.147,39.56,17.069,9.785,13.544,16.442,21.463,29.859,0.098,39.56,9.161,4.721,8.448,9.381,10.12,14.333,-0.061,39.56,0.887,0.425,0.435,0.728,1.284,1.517,0.297,39.56,1.593,1.425,1.565,1.587,1.603,1.71,0.065,39.56,59.045,17.332,36.388,69.612,74.301,107.075,-0.299,39.56,0.488,0.012,0.058,0.183,1.021,1.244,0.54,0.0,12.388,2.728,3.864,13.437,16.955,20.191,-0.139,39.56,43.812,21.72,38.684,48.017,50.31,52.213,-0.478,4.36,29.034,26.435,27.26,27.627,31.593,36.378,0.155,4.36
2463,47.702,39.461,42.033,43.04,44.047,75.768,0.322,0.0,31.48,12.392,27.562,34.488,35.226,36.841,-0.359,0.0,20.819,8.319,21.273,23.245,23.622,23.924,-0.384,0.0,1.364,0.888,1.448,1.487,1.516,1.54,-0.373,0.0,1.374,1.302,1.329,1.362,1.403,1.649,0.082,0.0,52.795,35.666,40.769,44.414,46.655,84.034,0.384,0.0,0.664,0.54,0.7,0.9,1.1,1.26,-0.73,0.0,12.178,3.278,6.751,11.225,14.369,16.412,0.239,0.0,46.58,45.733,46.107,46.577,46.923,47.728,0.005,0.0,68.426,29.1,37.055,79.384,89.057,99.391,-0.396,0.0
2467,54.616,37.765,40.654,43.714,72.681,78.064,0.631,5.67,28.014,12.487,16.487,32.959,35.038,37.755,-0.448,5.67,17.37,6.904,10.161,18.855,24.305,27.307,-0.194,5.67,1.598,0.423,0.492,0.638,1.091,1.694,0.193,5.67,1.416,1.232,1.376,1.418,1.54,1.626,-0.009,5.67,95.931,42.782,86.208,102.925,107.661,113.388,-0.216,5.67,1.105,0.079,1.088,1.2,1.262,1.396,-0.244,0.0,8.778,2.61,4.742,5.028,14.334,17.02,0.652,5.67,46.969,44.036,45.461,46.907,48.66,49.913,0.03,0.3,46.623,3.714,27.576,50.082,69.417,114.775,-0.107,0.3
2468,49.257,26.272,39.251,43.244,66.157,77.38,0.336,4.47,32.3,14.218,21.908,34.842,36.254,50.091,-0.206,4.47,18.443,7.173,12.789,19.937,23.819,26.453,-0.213,4.47,1.133,0.425,0.532,0.591,0.789,1.693,0.153,4.47,1.408,1.244,1.365,1.398,1.451,1.603,0.063,4.47,105.736,83.231,95.428,106.767,113.041,121.563,-0.056,4.47,1.221,0.65,1.17,1.214,1.257,1.291,0.027,0.0,6.973,2.66,3.534,4.833,8.553,16.727,0.418,4.47,48.906,46.794,47.905,48.845,50.071,51.143,0.039,0.0,10.31,2.665,3.802,5.224,15.127,53.844,0.32,0.0
2469,70.119,47.527,68.463,74.098,76.56,82.091,-0.315,40.03,19.568,10.801,15.361,16.287,20.859,37.443,0.378,40.03,10.313,5.622,8.145,8.981,11.616,18.102,0.308,40.03,0.877,0.418,0.486,0.837,1.12,1.336,0.109,40.03,1.492,1.361,1.399,1.514,1.587,1.675,-0.182,40.03,88.935,32.971,74.141,107.944,112.665,113.353,-0.567,40.03,0.673,0.012,0.059,0.896,1.147,1.269,-0.354,0.0,7.638,2.917,4.549,4.838,8.574,19.032,0.46,40.03,46.408,38.303,46.273,48.466,49.851,52.185,-0.317,0.29,30.648,14.505,27.365,28.422,31.095,69.449,0.151,0.29
2471,42.068,36.557,40.535,40.857,42.444,62.323,0.16,0.0,34.551,27.499,33.661,35.044,35.368,36.799,-0.083,0.0,23.381,16.869,21.748,24.091,24.687,26.312,-0.245,0.0,1.412,0.504,0.55,0.583,0.627,0.715,0.163,0.0,1.365,1.36,1.376,1.384,1.395,1.455,-0.11,0.0,104.39,94.821,95.428,98.663,107.493,116.886,0.252,0.0,1.299,0.54,0.7,0.9,1.1,1.26,14.01,0.0,10.806,3.801,5.221,12.017,14.861,16.604,-0.228,0.0,45.391,43.747,44.822,45.425,46.017,46.899,-0.035,0.0,61.026,18.598,52.515,56.768,69.549,116.621,0.176,0.0
2473,62.309,36.657,42.442,69.19,76.96,87.59,-0.368,13.32,24.478,8.398,14.276,22.088,36.102,43.96,0.185,13.32,13.212,4.411,9.112,10.791,19.195,24.184,0.356,13.32,1.108,0.37,0.441,0.861,1.432,2.149,0.156,13.32,1.509,1.287,1.408,1.535,1.589,1.736,-0.181,13.32,69.576,21.043,48.161,69.932,104.676,113.317,-0.011,13.32,0.768,0.034,0.267,0.877,1.221,1.299,-0.203,0.0,10.536,2.693,3.93,9.65,15.816,19.763,0.133,13.32,47.867,38.746,47.442,49.071,50.705,52.642,-0.237,0.41,28.175,3.074,27.189,27.812,28.017,57.957,0.025,0.41
2474,75.31,44.156,67.826,76.298,87.525,87.72,-0.077,31.53,16.375,8.28,8.475,15.24,22.679,33.597,0.136,31.53,8.314,4.505,6.526,8.906,10.014,20.645,-0.124,31.53,0.99,0.434,0.706,0.943,1.368,1.734,0.085,31.53,1.624,1.412,1.575,1.597,1.735,1.737,0.243,31.53,60.507,17.224,39.757,61.054,70.451,102.933,-0.017,31.53,0.617,0.014,0.072,0.342,1.12,1.264,0.456,0.0,9.16,2.604,3.497,7.076,16.345,20.136,0.276,31.53,47.829,39.375,40.622,50.646,51.485,52.779,-0.509,0.2,28.06,26.999,27.389,27.676,40.546,54.911,0.085,0.2
2475,72.824,43.541,69.997,74.389,77.491,87.574,-0.133,37.41,17.546,8.425,12.591,17.038,22.376,34.498,0.067,37.41,9.63,4.28,8.64,9.337,9.761,21.426,0.065,37.41,1.009,0.428,0.438,0.92,1.417,1.531,0.165,37.41,1.59,1.385,1.585,1.588,1.591,1.736,0.026,37.41,51.87,15.558,27.52,46.531,70.613,104.236,0.162,37.41,0.434,0.012,0.061,0.205,0.82,1.224,0.444,0.0,12.886,2.631,3.676,15.445,17.942,20.388,-0.341,37.41,48.708,39.192,41.896,51.241,52.225,53.728,-0.472,0.79,27.743,26.989,27.367,27.627,37.819,54.058,0.045,0.79
