date,discharge_vol_sim(m3/s),discharge_spec_sim(mm/d),precipitation_sim(mm/d),temperature_sim(degC),radiation_sim(W/m2),sun_duration_sim(h),wind_sim(m/s),rel_humidity_sim(%),pet_sim(mm/d),et_sim(mm/d),intercept_et_sim(mm/d),intercept_storage_sim(mm)
1981-01-01,0.512,1.53,2.27,1.46,19.83,0.06,3.41,0.72,0.74,0.74,0.67,1.1
1981-01-02,0.559,1.67,7.79,0.12,22.0,0.03,2.8,0.84,0.2,0.2,0.17,1.16
1981-01-03,1.017,3.04,10.34,4.4,20.06,0.04,5.2,0.71,1.34,1.34,1.22,1.15
1981-01-04,1.921,5.74,22.33,1.07,16.1,0.1,2.32,0.87,0.01,0.01,0.0,1.16
1981-01-05,2.112,6.31,3.14,-1.8,38.6,1.42,3.11,0.76,0.24,0.24,0.18,1.15
1981-01-06,1.576,4.71,12.86,-1.52,24.36,0.07,2.96,0.83,0.14,0.14,0.1,1.16
1981-01-07,1.175,3.51,3.4,-4.69,49.34,2.4,1.3,0.78,0.03,0.03,0.0,1.16
1981-01-08,0.853,2.55,0.24,-9.17,71.19,6.05,0.8,0.72,0.0,0.0,0.0,1.16
1981-01-09,0.643,1.92,0.16,-6.52,38.09,0.17,0.54,0.77,0.03,0.03,0.0,1.16
1981-01-10,0.589,1.76,1.91,-2.46,28.54,0.03,0.41,0.86,0.02,0.02,0.0,1.16
1981-01-11,0.576,1.72,0.0,-1.57,19.24,0.14,1.09,0.83,0.01,0.01,0.0,1.16
1981-01-12,0.562,1.68,2.79,-2.14,56.39,3.75,1.07,0.79,0.01,0.01,0.0,1.16
1981-01-13,0.552,1.65,10.39,-2.94,26.41,0.04,0.69,0.87,0.01,0.01,0.0,1.16
1981-01-14,0.542,1.62,0.23,-5.09,61.04,4.47,1.63,0.76,0.01,0.01,0.0,1.16
1981-01-15,0.552,1.65,26.25,-0.64,39.72,1.27,3.16,0.84,0.05,0.05,0.0,1.16
1981-01-16,0.545,1.63,1.89,-2.94,36.51,0.37,2.48,0.73,0.32,0.32,0.25,1.13
1981-01-17,0.582,1.74,4.91,1.38,30.94,0.27,2.55,0.8,0.21,0.21,0.15,1.16
1981-01-18,0.669,2.0,4.24,0.32,21.75,0.04,2.14,0.84,0.04,0.04,0.01,1.16
1981-01-19,0.86,2.57,9.83,1.05,18.96,0.04,2.5,0.83,0.12,0.12,0.08,1.16
1981-01-20,0.95,2.84,13.76,-0.94,26.97,0.09,1.2,0.88,0.02,0.02,0.0,1.16
1981-01-21,0.78,2.33,0.19,-4.95,69.33,4.71,0.62,0.78,0.01,0.01,0.0,1.16
1981-01-22,0.616,1.84,0.0,-8.38,58.07,2.72,0.68,0.83,0.02,0.02,0.0,1.16
1981-01-23,0.552,1.65,0.0,-8.76,52.94,1.86,0.76,0.82,0.02,0.02,0.0,1.16
1981-01-24,0.535,1.6,0.0,-7.88,45.68,0.43,0.54,0.84,0.03,0.03,0.01,1.16
1981-01-25,0.522,1.56,0.84,-5.16,48.24,0.48,0.78,0.88,0.04,0.04,0.0,1.16
1981-01-26,0.512,1.53,3.23,-1.13,49.45,1.84,0.66,0.89,0.03,0.03,0.0,1.16
1981-01-27,0.502,1.5,0.0,-5.68,49.57,1.08,0.64,0.85,0.03,0.03,0.0,1.16
1981-01-28,0.489,1.46,0.0,-5.82,61.08,2.7,1.03,0.8,0.03,0.03,0.0,1.16
1981-01-29,0.475,1.42,0.0,-6.92,41.05,0.57,0.79,0.83,0.03,0.03,0.0,1.16
1981-01-30,0.465,1.39,0.0,-8.04,67.25,2.09,0.51,0.83,0.04,0.04,0.0,1.16
1981-01-31,0.452,1.35,0.0,-7.0,79.45,4.78,0.45,0.82,0.02,0.02,0.0,1.16
1981-02-01,0.442,1.32,0.0,-5.59,80.74,4.66,0.33,0.82,0.03,0.03,0.0,1.16
1981-02-02,0.432,1.29,0.0,-4.39,85.44,4.91,0.33,0.82,0.03,0.03,0.0,1.16
1981-02-03,0.425,1.27,3.03,0.15,56.85,1.24,2.09,0.75,0.56,0.56,0.48,1.14
1981-02-04,0.468,1.4,13.24,1.49,28.67,0.15,2.41,0.88,0.04,0.04,0.0,1.18
1981-02-05,0.542,1.62,3.64,-1.15,65.98,1.99,2.3,0.76,0.16,0.16,0.07,1.17
1981-02-06,0.556,1.66,6.53,0.42,23.63,0.08,2.17,0.88,0.02,0.02,0.0,1.18
1981-02-07,0.803,2.4,5.52,3.35,28.69,0.09,1.48,0.89,0.03,0.03,0.0,1.18
1981-02-08,1.101,3.29,0.04,3.39,47.16,0.55,1.02,0.87,0.06,0.06,0.0,1.18
1981-02-09,1.037,3.1,0.0,1.56,73.68,3.64,0.91,0.84,0.05,0.05,0.0,1.18
1981-02-10,0.991,2.96,5.01,1.0,28.26,0.15,1.93,0.82,0.18,0.18,0.14,1.17
1981-02-11,0.994,2.97,0.55,-1.59,97.55,5.34,0.65,0.78,0.07,0.07,0.0,1.17
1981-02-12,0.73,2.18,0.07,-3.59,93.53,4.82,1.1,0.7,0.08,0.08,0.0,1.17
1981-02-13,0.556,1.66,0.0,-4.6,121.56,8.32,1.35,0.63,0.08,0.08,0.0,1.17
1981-02-14,0.515,1.54,0.0,-5.26,121.12,8.2,0.74,0.68,0.06,0.06,0.0,1.17
1981-02-15,0.502,1.5,0.0,-4.31,126.01,8.56,0.62,0.68,0.06,0.06,0.0,1.17
1981-02-16,0.489,1.46,0.0,-3.51,123.2,8.21,0.9,0.68,0.07,0.07,0.0,1.17
1981-02-17,0.479,1.43,0.0,-3.47,41.03,0.46,0.92,0.75,0.16,0.16,0.12,1.12
1981-02-18,0.465,1.39,1.03,-3.32,73.16,1.23,0.92,0.75,0.37,0.37,0.28,1.09
1981-02-19,0.455,1.36,0.08,-4.25,49.91,0.7,1.08,0.78,0.05,0.05,0.0,1.1
1981-02-20,0.445,1.33,0.0,-3.55,57.37,0.8,0.89,0.73,0.07,0.07,0.01,1.09
1981-02-21,0.432,1.29,0.59,-3.48,74.37,1.06,0.75,0.74,0.14,0.14,0.04,1.11
1981-02-22,0.422,1.26,0.26,-4.8,117.96,6.13,0.74,0.76,0.08,0.08,0.0,1.12
1981-02-23,0.412,1.23,0.0,-4.19,90.18,3.44,0.57,0.79,0.07,0.07,0.0,1.12
1981-02-24,0.405,1.21,0.0,-2.87,129.04,7.25,0.72,0.71,0.1,0.1,0.0,1.12
1981-02-25,0.395,1.18,0.0,-2.66,70.49,1.12,0.99,0.78,0.18,0.18,0.1,1.07
1981-02-26,0.388,1.16,0.0,-1.45,75.65,1.86,0.66,0.73,0.17,0.17,0.09,1.04
1981-02-27,0.378,1.13,0.0,-3.0,116.1,5.75,0.82,0.72,0.1,0.1,0.0,1.04
1981-02-28,0.371,1.11,3.87,-1.46,56.5,0.45,0.75,0.76,0.34,0.34,0.26,1.16
1981-03-01,0.402,1.2,5.74,3.05,98.67,2.71,0.94,0.82,0.14,0.14,0.0,1.39
1981-03-02,0.465,1.39,1.09,2.65,62.79,0.6,0.86,0.84,0.1,0.1,0.01,1.39
1981-03-03,0.756,2.26,17.07,1.87,48.36,0.17,1.0,0.88,0.08,0.08,0.02,1.4
1981-03-04,1.405,4.2,11.3,0.44,39.98,0.15,0.54,0.91,0.04,0.04,0.0,1.4
1981-03-05,1.479,4.42,0.04,1.38,112.03,3.79,0.86,0.8,0.19,0.19,0.05,1.38
1981-03-06,1.405,4.2,4.08,2.62,65.16,0.18,1.26,0.77,0.54,0.54,0.43,1.38
1981-03-07,1.76,5.26,1.12,6.89,157.77,8.14,1.18,0.72,0.35,0.35,0.13,1.36
1981-03-08,2.567,7.67,8.69,6.79,39.41,0.17,1.57,0.77,0.54,0.54,0.46,1.4
1981-03-09,3.889,11.62,0.52,9.69,112.84,3.4,2.01,0.71,1.38,1.38,1.12,1.01
1981-03-10,4.424,13.22,4.2,9.36,63.11,0.49,1.38,0.81,0.84,0.84,0.7,1.34
1981-03-11,5.699,17.03,4.23,12.1,58.43,0.24,2.0,0.67,1.62,1.62,1.43,1.33
1981-03-12,8.058,24.08,22.85,8.16,39.53,0.25,1.8,0.85,0.49,0.49,0.41,1.41
1981-03-13,6.512,19.46,8.63,5.26,112.87,3.6,2.03,0.79,1.11,1.11,0.87,1.44
1981-03-14,4.163,12.44,0.37,5.74,136.83,4.83,1.98,0.65,1.65,1.65,1.31,0.73
1981-03-15,2.55,7.62,0.46,3.67,77.21,1.0,1.05,0.77,0.85,0.85,0.6,0.61
1981-03-16,2.071,6.19,4.38,2.54,101.94,2.65,1.31,0.83,0.86,0.85,0.63,1.36
1981-03-17,1.857,5.55,6.27,0.36,76.5,1.76,1.15,0.87,0.52,0.52,0.4,1.46
1981-03-18,1.593,4.76,5.96,-0.8,98.88,2.1,0.93,0.85,0.45,0.45,0.29,1.39
1981-03-19,1.329,3.97,0.01,1.19,206.17,10.61,1.01,0.65,0.28,0.27,0.03,1.36
1981-03-20,1.191,3.56,0.0,5.54,179.37,6.87,0.79,0.55,1.02,0.99,0.58,0.78
1981-03-21,1.288,3.85,0.0,8.21,195.72,10.07,1.1,0.55,1.2,1.14,0.12,0.66
1981-03-22,1.506,4.5,0.02,7.68,144.08,5.89,1.78,0.62,1.47,1.41,0.33,0.5
1981-03-23,2.035,6.08,5.37,9.42,116.01,1.53,1.54,0.68,1.72,1.67,0.73,1.39
1981-03-24,2.573,7.69,3.17,12.46,159.65,5.96,2.67,0.63,2.51,2.51,1.76,1.19
1981-03-25,2.707,8.09,4.81,13.47,167.18,6.42,1.41,0.7,2.11,2.11,1.2,1.4
1981-03-26,3.172,9.48,12.57,10.58,78.67,2.16,1.89,0.74,1.27,1.27,0.99,1.46
1981-03-27,2.553,7.63,0.01,8.0,205.16,9.85,1.18,0.62,1.91,1.91,1.33,0.25
1981-03-28,1.774,5.3,0.0,9.34,207.79,10.07,0.99,0.63,1.94,1.94,0.32,0.05
1981-03-29,1.556,4.65,0.0,12.93,182.42,7.32,1.26,0.59,2.45,2.38,0.17,0.0
1981-03-30,1.385,4.14,2.76,8.9,57.67,0.24,0.91,0.84,0.67,0.65,0.05,1.18
1981-03-31,1.231,3.68,0.26,9.89,70.08,0.23,0.83,0.82,0.92,0.92,0.69,0.68
1981-04-01,1.037,3.1,0.0,9.59,59.61,0.24,0.83,0.83,0.72,0.72,0.5,0.2
1981-04-02,0.857,2.56,0.0,10.96,157.65,5.32,0.96,0.75,1.71,1.67,0.21,0.0
1981-04-03,0.783,2.34,0.0,11.56,88.19,0.56,1.06,0.79,1.26,1.22,0.01,0.0
1981-04-04,0.689,2.06,0.05,11.21,123.3,0.71,0.95,0.74,1.74,1.68,0.02,0.03
1981-04-05,0.632,1.89,2.76,7.14,34.91,0.25,0.99,0.85,0.37,0.36,0.04,1.34
1981-04-06,0.626,1.87,4.64,8.16,132.86,3.06,1.19,0.8,1.39,1.39,1.03,1.63
1981-04-07,0.602,1.8,0.03,11.18,213.98,9.29,0.8,0.67,2.13,2.13,1.48,0.16
1981-04-08,0.569,1.7,0.23,12.49,127.47,2.0,0.66,0.67,1.75,1.7,0.21,0.15
1981-04-09,0.549,1.64,0.02,12.16,208.62,9.3,0.8,0.67,2.17,2.09,0.15,0.0
