# Supplementary geological attributes as rock type percentages based on the map of main lithologies across Switzerland (Swiss Geological Map by Swisstopo) and the map of molasse layers on the Swiss plateau (GeoMol by Swisstopo)
gauge_id,osm,omm,usm,api,amk,sus,dup,sal,oos,mpk,aap,fju,hes,mps,ups,ops,tie,ukd,uod,ood,qua
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86
2372,0.0,0.0,0.0,39.08,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,49.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04
2374,13.81,11.84,74.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2378,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77
2386,99.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
2387,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,12.82,15.15,0.0,0.0,0.0,8.95,19.56,0.0,0.0,3.02,13.3,26.7,0.47
2392,23.31,2.48,7.97,4.03,4.31,2.71,0.0,0.0,2.51,2.01,1.51,0.0,5.74,2.25,13.64,0.0,0.22,1.32,1.91,14.56,9.53
2403,0.0,0.0,0.0,0.0,0.0,0.0,9.55,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47,27.96,1.19
2409,0.22,33.51,12.61,0.0,0.0,28.04,0.0,0.0,0.0,0.0,0.0,0.0,22.54,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
2410,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.55,0.0,0.0,0.0,9.34,23.55,16.62,0.0,0.0,0.0,0.0,9.57,39.15
2412,0.0,0.0,66.98,6.93,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.56,0.0,0.0,0.0,0.0,0.0
2414,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,73.97,11.46,11.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64
2416,92.63,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
2417,77.2,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,32.01,0.0,0.0,0.0,0.0,6.86,30.29,0.0,0.0,0.0,30.23,0.0,0.53
2419,0.0,0.0,0.0,40.4,59.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
2420,0.0,0.0,0.0,0.0,15.15,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.81,4.85,0.0,0.7,64.29,0.0,0.01,4.4
2426,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,39.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
2430,0.0,0.0,0.0,0.0,65.8,28.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0
2432,0.0,0.0,70.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,0.0,0.0,48.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,0.0,0.0,18.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87
2436,0.0,0.0,0.0,0.0,0.0,24.13,0.0,0.0,0.0,0.0,0.0,0.0,70.88,0.0,0.0,4.99,0.0,0.0,0.0,0.0,0.0
2437,0.0,52.68,47.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,0.0,14.23,27.62,1.61,0.0,0.18,0.0,0.0,0.0,0.0,0.0,39.85,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,16.21
2447,0.0,38.62,41.52,6.1,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,11.97
2450,44.96,54.16,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22
2457,0.0,0.0,0.0,56.97,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,37.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.73,16.3,1.42
2463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58
2467,0.17,32.2,13.79,0.27,0.0,3.51,0.0,0.0,3.99,0.0,0.0,0.0,3.35,22.92,7.56,11.27,0.0,0.0,0.0,0.0,0.96
2468,1.68,3.49,77.68,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,0.0,12.87,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.12
2469,0.0,0.0,0.0,33.89,0.0,12.19,0.0,0.0,0.0,0.0,0.0,0.0,32.25,0.0,21.38,0.0,0.0,0.0,0.0,0.0,0.28
2471,17.52,62.84,19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,0.0,0.0,0.0,7.68,8.21,4.34,0.0,0.0,4.77,3.82,0.0,0.0,4.55,4.29,24.03,0.0,0.0,2.51,3.64,26.35,5.8
2474,0.0,0.0,0.0,0.0,19.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.38,0.0,0.0,0.0
2475,0.0,0.0,0.0,0.0,62.35,0.0,0.0,0.0,0.0,36.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
2477,22.86,8.51,61.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78
2478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2480,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
2481,0.0,0.0,0.0,23.23,0.0,6.71,0.0,0.0,0.0,0.0,0.0,0.0,65.19,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.23
2484,0.0,0.0,49.62,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,19.36,0.0,0.0,0.0,0.0,18.25
2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.12,17.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,0.0,0.0,0.0,31.17,0.0,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18,0.0,19.55,0.0,0.0,0.0,0.0,0.0
2487,21.78,13.02,25.54,0.0,0.0,9.36,0.0,0.0,0.0,0.0,0.0,0.0,15.65,0.61,0.0,14.04,0.0,0.0,0.0,0.0,0.0
2488,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,17.25,0.0,0.0,0.0,7.26,37.86,25.7,2.36,0.0,0.0,0.0,0.0,0.07
2490,0.0,0.0,38.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,0.0,0.0,0.0,70.29,0.0,14.08,0.0,0.0,0.0,0.0,0.0,0.0,14.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12
2493,0.0,0.0,28.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,0.0,0.0,0.0,0.0,94.28,0.98,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.61,0.0,0.0,1.91
2497,42.63,57.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,0.0,0.0,0.0,0.0,13.25,18.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.84,0.0,0.0,28.75,0.0,0.0,0.41
2500,2.05,96.79,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,0.0,0.0,0.0,10.4,15.92,3.9,0.01,0.0,6.26,7.4,0.0,0.0,2.69,4.53,22.09,0.0,0.0,4.87,6.5,13.04,2.41
2603,28.49,42.64,24.62,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2604,0.0,0.0,98.44,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0
2605,0.0,0.0,0.0,0.0,81.41,0.0,0.0,0.0,0.0,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,0.0,0.05
2606,0.0,0.23,10.85,21.15,4.99,2.24,3.93,0.0,5.24,16.83,0.0,3.38,4.13,11.28,3.13,1.99,0.0,0.0,0.0,0.0,10.62
2607,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2608,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,0.0,0.0,36.84,0.0,0.0,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,48.35,0.0,0.0,0.0,0.0,0.0
2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,0.0,0.0,0.0,0.0,53.95,0.0,0.0,0.0,0.0,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06,0.0,0.0,0.0
2613,17.35,8.45,12.4,6.25,1.82,2.55,0.0,0.0,1.3,0.66,8.86,7.7,8.96,2.8,5.63,1.37,0.07,0.43,0.63,4.77,7.99
2615,17.58,8.57,12.57,6.34,1.84,2.59,0.0,0.0,1.32,0.66,7.69,7.81,9.08,2.84,5.71,1.38,0.07,0.44,0.63,4.83,8.05
2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87,0.13
2620,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,25.49,22.65,0.0,0.0,0.0,0.0,0.63,0.0,36.61,4.75,0.02,0.0,0.78
2623,0.0,0.0,0.0,46.16,53.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76
2630,0.0,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,0.0,82.7,0.0,4.75,0.0,0.0,0.0,0.0,0.0,1.02
2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,95.84,0.0,0.0,0.0
2634,31.43,14.86,25.4,0.0,0.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,11.98,0.4,0.0,9.14,0.0,0.0,0.0,0.0,0.0
2635,0.0,0.0,1.59,0.0,0.0,16.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.95,0.0,0.0,0.0,0.0,0.0
2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,0.0,14.29,27.54,1.62,0.0,0.18,0.0,0.0,0.0,0.0,0.0,40.09,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,15.97
2644,0.0,0.0,0.0,0.0,0.0,0.0,34.79,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.89,0.01,4.7
3001,0.0,0.0,0.0,10.32,11.04,4.63,0.01,0.0,5.97,5.13,0.0,0.0,2.6,5.25,27.8,0.0,0.0,3.38,4.9,13.9,5.07
3002,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,30.09,0.0,0.08,0.0,0.0,0.0,0.0,0.0,69.41
3003,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.62,0.0,0.0,0.0,0.55,1.89,13.39,0.0,0.0,0.0,0.0,81.77,0.48
3004,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,48.48,0.0,0.12,0.0,0.0,0.0,0.0,0.0,50.7
3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,3.36,17.2,0.0,0.0,0.0,0.0,76.21,0.0
3006,0.0,0.0,0.0,7.62,8.15,4.31,0.0,0.0,4.74,3.79,0.0,0.0,4.52,4.26,23.85,0.0,0.0,2.49,3.62,26.84,5.83
3007,0.0,0.0,14.45,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,40.23,0.0,6.69,0.0,0.0,0.0,0.0,0.0,36.32
3008,0.0,0.0,0.0,0.0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,0.0,73.63,0.0,5.36,0.0,0.0,0.0,0.0,0.0,12.21
3009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,1.92,9.54,0.0,0.0,0.0,0.0,86.47,0.44
3010,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,37.54,0.0,0.74,0.0,0.0,0.0,0.0,0.0,59.41
3011,0.0,0.0,25.04,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,42.95,0.0,11.07,0.0,0.0,0.0,0.0,0.0,18.6
3012,64.46,35.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
3013,0.0,0.0,0.0,0.0,0.0,12.97,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,84.92,0.0,0.0,0.0,0.0,0.0,0.0
3014,0.0,99.22,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,0.0,0.0,95.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,1.98
3016,0.0,0.0,0.0,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,90.25,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0
3017,0.01,5.04,38.42,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,34.04,0.0,12.92,0.0,0.0,0.0,0.0,5.26,0.0
3018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,0.0,0.51,0.01,0.0,0.0,0.0,0.0,91.11,1.92
3019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,94.42,0.53
3020,0.14,49.75,50.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3021,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,46.93,0.0,30.95,0.0,0.0,0.0,0.0,19.3,0.0
3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,79.8,0.0
3023,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,89.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
3024,0.0,0.0,81.14,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
3025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
3026,0.0,0.0,53.22,0.0,0.0,12.45,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,28.77,0.0,0.0,0.0,0.0,0.0,0.0
3027,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,20.41,0.0,46.49,0.0,0.0,0.0,0.0,29.84,0.0
3028,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,95.59,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0
3030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.0,90.63,0.0
3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,11.9,84.09,0.0,0.0,0.0,0.05,0.0,0.0
3033,0.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,1.77,0.0,0.0,0.0,0.0,3.46,14.55,0.0,0.0,0.0,20.69,55.57,0.69
4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4004,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
4007,0.0,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.38,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0
4008,4.55,7.91,48.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.19,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0
4009,58.29,15.6,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,21.67,2.31,6.18,4.4,4.71,2.95,0.0,0.0,2.73,2.19,0.03,0.0,6.26,2.46,14.88,0.0,0.0,1.44,2.09,15.89,9.82
4011,99.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
4012,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4013,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4015,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
4016,65.04,14.39,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
4017,98.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
4018,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,99.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
4020,54.8,19.43,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
4021,35.37,25.52,39.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
4022,99.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
4023,0.79,36.26,62.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,7.32,39.62,52.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
4026,0.0,1.25,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5001,0.0,0.0,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003,0.0,0.0,87.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39
5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,0.0,0.0,17.97,3.07,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79,0.0,39.72,0.0,0.0,0.0,0.0,0.0
5009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
5012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91
5013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
5015,0.0,0.0,59.52,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.41,0.0,0.0,0.0,0.0,0.0
5016,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,0.0,0.0,0.0,81.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,0.0,0.0,26.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.86,0.0,45.06,0.0,0.0,0.0,0.0,0.0
5019,0.0,0.0,1.17,98.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.49,0.0,14.51,0.0,0.0,0.0,0.0,0.0
5021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
