# Supplementary soil attributes based on ISRIC-World Soil Information product SoilGrid (global coverage)
gauge_id,sg_sand_perc,sg_sand_perc_5,sg_sand_perc_25,sg_sand_perc_50,sg_sand_perc_75,sg_sand_perc_90,sg_sand_perc_skewness,sg_sand_perc_missing,sg_silt_perc,sg_silt_perc_5,sg_silt_perc_25,sg_silt_perc_50,sg_silt_perc_75,sg_silt_perc_90,sg_silt_perc_skewness,sg_silt_perc_missing,sg_clay_perc,sg_clay_perc_5,sg_clay_perc_25,sg_clay_perc_50,sg_clay_perc_75,sg_clay_perc_90,sg_clay_perc_skewness,sg_clay_perc_missing,sg_organic_perc,sg_organic_perc_5,sg_organic_perc_25,sg_organic_perc_50,sg_organic_perc_75,sg_organic_perc_90,sg_organic_perc_skewness,sg_organic_perc_missing,sg_bulk_dens,sg_bulk_dens_5,sg_bulk_dens_25,sg_bulk_dens_50,sg_bulk_dens_75,sg_bulk_dens_90,sg_bulk_dens_skewness,sg_bulk_dens_missing,sg_tot_avail_water,sg_tot_avail_water_5,sg_tot_avail_water_25,sg_tot_avail_water_50,sg_tot_avail_water_75,sg_tot_avail_water_90,sg_tot_avail_water_skewness,sg_tot_avail_water_missing,sg_root_depth,sg_root_depth_5,sg_root_depth_25,sg_root_depth_50,sg_root_depth_75,sg_root_depth_90,sg_root_depth_skewness,sg_root_depth_missing,sg_soil_depth,sg_soil_depth_5,sg_soil_depth_25,sg_soil_depth_50,sg_soil_depth_75,sg_soil_depth_90,sg_soil_depth_skewness,sg_soil_depth_missing
2355,55.707,49.648,53.655,55.905,57.958,60.842,-0.057,1.12,33.525,29.832,32.006,33.502,35.086,37.195,0.01,1.12,10.768,7.48,9.114,10.395,11.992,15.818,0.151,1.12,3.186,1.173,2.286,3.105,3.838,5.425,0.055,1.12,1.268,1.153,1.224,1.27,1.318,1.379,-0.025,1.12,175.159,155.286,166.198,174.701,183.75,197.148,0.035,1.12,8.462,5.27,6.547,7.58,9.569,14.616,0.308,1.12,55.47,0.031,6.16,36.723,89.288,180.753,0.323,1.12
2356,57.743,51.927,54.835,57.433,60.573,64.558,0.077,0.03,31.887,27.918,29.985,31.421,33.558,36.914,0.17,0.03,10.372,6.051,8.761,10.42,12.114,14.306,-0.019,0.03,4.772,2.501,3.517,4.015,4.746,12.073,0.292,0.03,1.305,1.185,1.271,1.314,1.35,1.386,-0.155,0.03,167.819,144.166,157.833,168.522,176.93,193.36,-0.048,0.03,8.908,4.578,6.99,8.638,10.959,13.033,0.101,0.03,67.044,2.834,26.839,49.811,106.593,162.369,0.335,0.03
2364,55.685,49.615,53.635,55.902,57.957,61.309,-0.059,0.78,33.701,29.381,31.891,33.663,35.457,38.086,0.014,0.78,10.602,6.417,8.81,10.281,12.149,15.648,0.114,0.78,4.244,1.091,3.217,4.054,4.986,7.717,0.097,0.78,1.256,1.081,1.198,1.269,1.329,1.378,-0.139,0.78,174.981,150.652,161.439,173.784,186.726,204.562,0.071,0.78,9.352,5.313,7.257,8.876,11.26,14.894,0.163,0.78,73.279,9.305,33.532,60.576,106.529,171.158,0.251,0.78
2366,57.312,53.186,55.944,57.649,58.977,60.588,-0.145,0.03,33.13,30.295,31.967,33.068,34.181,36.316,0.035,0.03,9.561,6.544,8.052,9.293,10.55,13.94,0.127,0.03,3.579,2.066,2.583,3.398,4.064,6.457,0.136,0.03,1.29,1.213,1.253,1.292,1.324,1.362,-0.052,0.03,173.561,157.7,166.679,174.701,179.719,188.617,-0.12,0.03,9.248,4.547,7.345,9.456,11.351,13.416,-0.076,0.03,74.918,30.714,47.759,70.19,97.65,133.423,0.144,0.03
2368,54.51,47.498,52.209,54.738,57.1,60.504,-0.059,0.78,32.629,29.278,31.149,32.566,34.023,36.194,0.03,0.78,12.852,8.246,10.989,12.755,14.624,17.855,0.033,0.78,4.109,1.852,3.168,3.84,4.554,7.098,0.141,0.78,1.312,1.2,1.27,1.312,1.359,1.422,0.001,0.78,165.431,146.553,155.989,164.799,173.086,187.819,0.049,0.78,13.223,7.014,9.712,13.58,16.717,18.879,-0.09,0.78,134.415,12.14,63.859,133.016,200.866,264.035,0.017,0.78
2369,37.505,32.777,35.211,37.069,39.076,44.056,0.125,0.04,38.524,34.004,37.38,38.804,40.008,41.912,-0.117,0.04,23.983,20.769,22.86,24.043,25.249,26.988,-0.032,0.04,1.995,1.189,1.705,2.027,2.279,2.679,-0.072,0.04,1.491,1.446,1.479,1.496,1.509,1.521,-0.185,0.04,126.46,120.933,123.011,126.626,129.539,134.024,-0.037,0.04,19.871,19.14,19.901,19.934,19.967,19.993,-0.205,0.04,185.527,152.822,172.335,185.231,198.401,221.011,0.014,0.04
2370,38.77,31.092,35.513,38.908,41.846,46.422,-0.029,0.75,35.328,31.281,33.504,35.217,36.944,40.006,0.042,0.75,25.9,19.675,23.325,25.908,28.597,31.891,-0.002,0.75,2.897,1.788,2.258,2.678,3.245,4.752,0.211,0.75,1.371,1.292,1.339,1.371,1.404,1.451,0.001,0.75,134.839,121.284,129.215,134.396,140.707,150.069,0.051,0.75,19.436,17.531,19.014,19.91,19.955,19.991,-0.546,0.75,139.702,96.76,125.054,140.574,155.069,178.731,-0.036,0.75
2371,43.799,40.456,42.25,43.701,45.141,47.808,0.043,1.89,34.831,31.904,33.434,34.863,36.263,37.711,-0.017,1.89,21.356,16.954,19.701,21.572,23.103,25.084,-0.088,1.89,3.164,2.107,2.522,2.87,3.394,5.932,0.268,1.89,1.342,1.278,1.312,1.345,1.374,1.403,-0.059,1.89,142.71,133.317,138.505,143.072,146.389,152.389,-0.062,1.89,18.648,16.701,17.925,18.825,19.493,19.958,-0.167,1.89,112.071,77.024,93.082,111.309,130.22,149.155,0.033,1.89
2372,50.179,42.849,46.86,49.762,53.04,58.993,0.085,8.0,34.536,30.038,32.832,34.551,36.272,38.978,-0.005,8.0,15.29,9.103,13.061,15.336,17.649,21.008,-0.013,8.0,4.018,1.611,2.993,3.895,4.839,6.546,0.073,8.0,1.255,1.093,1.194,1.262,1.325,1.389,-0.08,8.0,168.523,141.723,153.667,167.503,181.331,199.954,0.055,8.0,12.35,6.417,8.686,12.058,15.842,18.997,0.071,8.0,107.599,0.064,32.148,101.788,172.927,239.677,0.072,8.0
2374,37.597,32.238,35.555,37.449,39.71,43.584,0.042,0.05,38.455,35.811,37.336,38.337,39.372,41.35,0.065,0.05,23.944,18.221,22.037,24.205,26.255,28.189,-0.087,0.05,2.967,1.568,2.298,2.867,3.576,4.559,0.107,0.05,1.324,1.208,1.26,1.335,1.383,1.425,-0.153,0.05,149.16,132.27,139.193,147.87,160.29,172.236,0.098,0.05,18.672,16.398,18.13,18.806,19.461,19.961,-0.121,0.05,164.288,123.216,147.006,163.277,181.545,208.507,0.04,0.05
2378,42.548,36.105,40.581,42.869,44.931,47.532,-0.093,2.99,34.535,31.515,33.225,34.441,35.737,37.792,0.048,2.99,22.914,18.572,21.076,22.817,24.671,27.749,0.035,2.99,3.016,1.908,2.451,2.873,3.375,4.64,0.155,2.99,1.357,1.287,1.323,1.351,1.378,1.478,0.122,2.99,139.709,124.845,135.129,139.578,144.726,152.723,0.016,2.99,18.587,16.419,17.777,18.676,19.673,19.976,-0.074,2.99,117.784,79.384,96.711,111.261,132.621,173.899,0.208,2.99
2386,39.954,35.573,38.067,39.825,41.81,44.509,0.048,0.06,35.684,33.24,34.738,35.677,36.651,38.19,0.005,0.06,24.344,21.078,22.869,24.401,25.792,27.613,-0.028,0.06,1.852,0.983,1.328,1.737,2.298,3.017,0.175,0.06,1.465,1.394,1.433,1.471,1.498,1.525,-0.149,0.06,127.833,119.863,123.199,127.821,131.49,138.666,0.002,0.06,19.879,19.139,19.909,19.939,19.97,19.994,-0.164,0.06,197.507,128.139,163.494,197.323,224.967,265.552,0.004,0.06
2387,53.882,46.275,50.873,54.0,57.033,61.045,-0.026,1.63,33.838,29.611,32.076,33.763,35.489,38.364,0.028,1.63,12.275,7.411,9.851,11.993,14.573,18.013,0.086,1.63,3.688,1.556,2.811,3.497,4.253,6.219,0.116,1.63,1.276,1.148,1.229,1.281,1.329,1.385,-0.073,1.63,170.165,149.06,160.356,169.638,178.826,193.67,0.038,1.63,9.844,5.531,7.089,8.7,12.324,17.108,0.315,1.63,78.358,0.056,18.553,58.259,131.021,201.415,0.288,1.63
2392,46.466,35.571,40.512,46.145,52.2,58.483,0.044,5.58,35.224,30.492,33.233,35.23,37.196,39.894,-0.002,5.58,18.305,9.1,13.783,18.955,22.733,26.56,-0.116,5.58,2.902,0.972,1.716,2.721,3.754,5.394,0.116,5.58,1.363,1.166,1.283,1.366,1.465,1.521,-0.024,5.58,149.924,121.596,130.536,146.478,166.942,189.956,0.154,5.58,15.414,6.186,10.934,17.447,19.928,19.986,-0.399,5.58,149.193,3.713,85.451,163.286,209.296,269.748,-0.169,5.58
2403,57.25,49.508,54.395,57.488,60.286,64.218,-0.053,9.68,32.559,27.973,30.664,32.49,34.36,37.35,0.024,9.68,10.177,6.17,8.297,9.815,11.813,15.225,0.131,9.68,3.492,1.488,2.601,3.265,4.009,6.32,0.145,9.68,1.292,1.165,1.245,1.297,1.345,1.404,-0.07,9.68,169.92,149.189,160.605,169.381,178.175,192.346,0.041,9.68,8.888,5.416,7.115,8.289,9.99,14.784,0.219,9.68,65.381,0.045,15.657,49.893,105.863,174.857,0.264,9.68
2409,45.286,38.374,41.912,45.096,48.363,53.212,0.042,0.04,36.271,32.285,34.851,36.461,37.857,39.542,-0.085,0.04,18.42,12.778,15.899,18.558,20.962,23.783,-0.04,0.04,2.825,1.15,2.095,2.736,3.427,4.703,0.08,0.04,1.344,1.253,1.31,1.349,1.383,1.423,-0.092,0.04,149.824,134.048,142.217,149.663,155.484,168.642,0.015,0.04,17.155,12.761,15.756,17.766,18.817,19.78,-0.277,0.04,133.238,76.144,106.057,133.634,157.958,194.227,-0.011,0.04
2410,44.873,38.337,42.033,44.537,47.673,51.834,0.083,0.1,34.166,30.303,32.622,34.199,35.791,37.831,-0.014,0.1,20.946,15.135,18.994,20.972,22.859,26.465,-0.008,0.1,3.147,1.401,2.031,2.898,3.863,5.606,0.152,0.1,1.378,1.224,1.319,1.4,1.446,1.475,-0.259,0.1,140.777,121.569,130.887,137.958,148.429,170.021,0.181,0.1,17.954,13.774,16.16,19.034,19.94,19.988,-0.441,0.1,210.045,83.151,174.658,218.735,256.433,295.774,-0.126,0.1
2412,39.604,35.609,37.681,39.11,40.897,46.154,0.165,0.04,36.334,33.382,35.106,36.295,37.559,39.372,0.021,0.04,24.081,19.544,23.258,24.339,25.426,26.848,-0.121,0.04,2.426,1.33,1.859,2.455,2.953,3.556,-0.041,0.04,1.432,1.36,1.408,1.431,1.462,1.496,0.026,0.04,133.825,126.627,130.403,132.62,136.134,145.19,0.212,0.04,19.588,16.899,19.903,19.936,19.968,19.994,-0.336,0.04,212.545,135.823,197.411,218.957,235.858,257.032,-0.185,0.04
2414,35.272,33.296,34.2,35.179,36.155,37.661,0.064,0.05,37.658,35.782,36.99,37.613,38.336,39.435,0.043,0.05,27.084,24.096,26.487,27.391,28.196,29.158,-0.201,0.05,2.63,1.799,2.374,2.684,2.93,3.324,-0.115,0.05,1.417,1.393,1.408,1.417,1.423,1.438,-0.036,0.05,131.302,120.794,129.944,132.9,133.493,137.525,-0.318,0.05,19.701,18.977,19.437,19.833,19.943,19.989,-0.366,0.05,171.362,138.389,157.675,172.364,180.841,204.486,-0.05,0.05
2415,41.498,35.263,39.537,41.72,43.786,46.699,-0.065,2.84,35.561,31.947,33.96,35.443,37.068,39.583,0.051,2.84,22.925,19.568,21.441,22.758,24.256,26.793,0.075,2.84,1.747,0.924,1.278,1.636,1.984,3.067,0.151,2.84,1.483,1.386,1.455,1.497,1.517,1.537,-0.309,2.84,127.475,117.714,122.053,126.978,131.074,140.779,0.068,2.84,19.945,19.561,19.918,19.945,19.973,19.995,-0.001,2.84,212.23,157.334,187.273,210.094,235.442,274.638,0.06,2.84
2416,38.926,34.483,37.244,38.957,40.619,43.055,-0.012,7.37,36.817,34.116,35.748,36.706,37.945,39.735,0.065,7.37,24.233,20.917,22.779,24.138,25.624,27.979,0.044,7.37,1.957,1.098,1.439,1.85,2.317,3.351,0.158,7.37,1.458,1.378,1.44,1.465,1.484,1.514,-0.18,7.37,129.448,120.949,124.808,129.325,132.588,140.553,0.02,7.37,19.943,19.609,19.916,19.944,19.972,19.994,-0.005,7.37,188.391,145.365,165.673,180.872,207.429,252.893,0.229,7.37
2417,39.11,33.96,36.832,39.04,41.225,44.627,0.022,19.01,37.116,34.196,35.923,37.08,38.373,40.061,0.02,19.01,23.745,19.31,21.874,24.027,25.507,27.589,-0.11,19.01,2.154,1.136,1.617,2.13,2.634,3.307,0.036,19.01,1.458,1.387,1.435,1.467,1.484,1.508,-0.246,19.01,130.407,121.934,127.021,130.387,133.183,140.968,0.003,19.01,19.966,19.721,19.918,19.945,19.973,19.995,0.147,19.01,191.535,148.001,167.174,185.133,212.418,250.116,0.197,19.01
2418,53.9,47.342,51.283,53.968,56.521,60.441,-0.017,0.92,34.062,30.004,32.366,34.053,35.676,38.196,0.004,0.92,12.029,7.788,10.055,11.811,13.892,16.88,0.077,0.92,3.592,1.535,2.778,3.421,4.095,5.904,0.105,0.92,1.272,1.152,1.223,1.275,1.323,1.383,-0.044,0.92,170.774,152.019,161.797,169.957,178.597,191.527,0.067,0.92,9.596,5.875,7.224,8.509,11.373,16.98,0.323,0.92,79.717,1.223,24.111,61.887,131.146,196.424,0.28,0.92
2419,56.851,49.652,53.757,56.863,59.941,64.31,-0.003,18.34,32.692,27.451,30.726,32.639,34.613,38.1,0.016,18.34,10.447,6.264,8.59,10.123,12.01,15.325,0.12,18.34,4.39,2.399,3.403,4.1,4.919,7.565,0.171,18.34,1.267,1.09,1.199,1.265,1.345,1.431,0.017,18.34,172.511,141.348,159.455,172.441,185.007,204.072,0.004,18.34,9.453,5.851,7.579,8.972,11.004,15.103,0.176,18.34,75.31,6.414,30.623,57.667,110.234,192.189,0.305,18.34
2420,54.962,48.666,52.775,55.265,57.47,60.211,-0.085,0.24,32.899,29.371,31.378,32.849,34.284,36.605,0.022,0.24,12.126,8.116,10.305,11.96,13.78,16.726,0.062,0.24,3.942,2.115,3.138,3.786,4.514,5.975,0.112,0.24,1.288,1.165,1.238,1.284,1.34,1.417,0.051,0.24,171.669,149.204,161.575,171.861,181.356,194.133,-0.014,0.24,12.178,6.837,8.928,11.248,15.257,19.114,0.236,0.24,116.96,0.092,45.438,105.823,172.166,274.371,0.132,0.24
2426,49.301,42.732,46.712,49.424,51.745,55.942,-0.031,0.08,35.373,31.105,33.716,35.293,36.93,39.791,0.031,0.08,15.326,10.774,13.611,15.176,16.903,20.464,0.052,0.08,3.742,1.371,2.942,3.732,4.471,5.898,0.008,0.08,1.258,1.086,1.194,1.268,1.329,1.39,-0.115,0.08,168.546,141.042,152.792,166.923,182.454,203.15,0.083,0.08,11.807,6.565,8.871,11.379,15.015,17.303,0.121,0.08,87.107,0.043,20.034,80.23,147.036,211.39,0.096,0.08
2430,54.495,46.483,51.36,54.38,57.666,62.347,0.025,2.92,35.091,30.105,32.78,35.054,37.34,40.499,0.012,2.92,10.402,6.006,8.751,10.103,11.875,15.878,0.11,2.92,5.718,3.756,4.433,5.059,5.852,12.294,0.273,2.92,1.195,1.059,1.139,1.195,1.258,1.313,-0.006,2.92,179.883,149.593,169.306,180.084,190.846,207.357,-0.012,2.92,7.401,5.412,6.408,7.257,8.331,9.823,0.104,2.92,12.35,0.013,0.065,4.259,18.139,49.405,0.422,2.92
2432,38.398,31.412,34.666,37.965,41.368,47.564,0.089,0.04,37.029,31.83,34.884,37.185,39.137,41.888,-0.051,0.04,24.578,19.772,22.505,24.73,26.792,28.768,-0.054,0.04,2.035,1.174,1.409,1.67,2.646,3.666,0.437,0.04,1.473,1.346,1.454,1.497,1.513,1.527,-0.391,0.04,128.014,117.416,122.348,127.517,132.083,141.805,0.062,0.04,19.667,17.72,19.907,19.938,19.969,19.994,-0.318,0.04,194.69,101.858,174.694,204.929,225.781,253.183,-0.226,0.04
2433,42.146,35.56,39.506,42.315,44.967,48.141,-0.044,0.03,34.509,31.228,32.925,34.335,35.903,38.413,0.08,0.03,23.338,19.596,21.347,23.139,25.322,27.608,0.078,0.03,2.552,1.482,2.12,2.466,2.904,3.677,0.118,0.03,1.409,1.308,1.354,1.416,1.468,1.494,-0.118,0.03,135.107,122.771,130.665,134.506,140.333,147.074,0.081,0.03,18.955,16.156,18.047,19.905,19.952,19.99,-0.688,0.03,153.805,85.776,105.707,159.306,194.792,225.457,-0.113,0.03
2434,36.834,31.456,34.13,36.404,39.139,43.527,0.114,0.05,36.151,32.677,34.485,35.934,37.529,40.598,0.092,0.05,27.02,20.714,23.321,27.902,30.655,32.663,-0.215,0.05,2.224,1.053,1.625,2.271,2.718,3.403,-0.063,0.05,1.453,1.363,1.421,1.458,1.495,1.519,-0.104,0.05,126.026,114.163,121.131,126.428,130.888,138.649,-0.053,0.05,19.899,19.134,19.916,19.944,19.972,19.994,-0.122,0.05,175.341,115.263,138.026,162.518,198.512,289.307,0.247,0.05
2436,45.078,38.017,42.954,45.737,47.658,50.208,-0.179,0.04,35.616,32.919,34.249,35.535,36.736,38.725,0.046,0.04,19.299,14.528,16.285,18.188,21.566,27.526,0.29,0.04,3.273,2.204,2.77,3.148,3.683,4.727,0.151,0.04,1.32,1.242,1.279,1.309,1.347,1.45,0.186,0.04,149.491,129.874,141.929,151.399,157.568,165.915,-0.164,0.04,16.331,13.242,14.998,16.36,17.327,19.939,-0.015,0.04,105.804,40.781,67.993,96.247,139.93,191.196,0.203,0.04
2437,38.79,33.568,35.451,38.285,41.886,45.544,0.128,0.04,36.625,32.552,34.37,37.147,38.773,40.339,-0.202,0.04,24.545,21.191,23.249,24.618,26.048,27.371,-0.039,0.04,2.049,1.557,1.72,1.951,2.314,2.88,0.235,0.04,1.48,1.463,1.473,1.48,1.485,1.497,-0.022,0.04,128.475,122.216,127.165,129.013,131.253,132.497,-0.159,0.04,19.808,19.06,19.698,19.911,19.956,19.991,-0.313,0.04,183.091,155.291,167.919,178.943,199.002,219.603,0.211,0.04
2446,39.346,32.452,36.449,39.259,42.187,46.405,0.02,9.27,36.805,31.906,34.393,36.673,38.945,42.569,0.041,9.27,23.847,19.616,22.155,23.685,25.449,28.647,0.059,9.27,2.307,0.978,1.571,2.248,2.889,3.863,0.063,9.27,1.435,1.302,1.367,1.466,1.501,1.521,-0.402,9.27,132.846,121.145,127.021,131.353,137.742,149.659,0.172,9.27,19.495,17.314,19.332,19.923,19.961,19.992,-0.453,9.27,179.921,91.999,134.643,181.65,216.756,276.902,-0.031,9.27
2447,37.931,32.385,35.829,37.938,39.92,43.395,-0.002,3.25,38.487,34.476,36.904,38.259,39.766,43.706,0.085,3.25,23.581,20.544,22.385,23.56,24.84,26.665,0.011,3.25,1.921,0.878,1.297,1.82,2.403,3.345,0.128,3.25,1.481,1.411,1.469,1.49,1.504,1.52,-0.255,3.25,128.952,121.535,125.588,128.747,131.894,137.005,0.04,3.25,19.879,19.173,19.909,19.939,19.97,19.994,-0.157,3.25,205.375,153.563,179.377,199.319,225.282,280.617,0.16,3.25
2450,38.523,33.542,36.325,38.424,40.509,43.983,0.032,0.22,36.592,33.63,35.473,36.6,37.737,39.47,-0.004,0.22,24.866,21.105,23.188,24.855,26.495,28.782,0.005,0.22,1.883,1.043,1.407,1.825,2.286,2.951,0.096,0.22,1.472,1.406,1.455,1.475,1.496,1.523,-0.086,0.22,125.571,117.781,122.119,124.266,128.438,134.923,0.23,0.22,19.853,18.849,19.912,19.941,19.971,19.994,-0.184,0.22,170.525,115.977,147.433,165.626,192.155,237.033,0.137,0.22
2457,52.594,42.417,47.992,52.139,57.233,63.422,0.07,24.01,33.283,28.125,31.333,33.374,35.354,38.102,-0.029,24.01,14.117,6.92,10.593,13.962,17.293,22.184,0.033,24.01,4.29,1.625,3.088,4.075,5.06,7.573,0.106,24.01,1.29,1.147,1.24,1.295,1.344,1.421,-0.057,24.01,164.087,136.595,151.817,163.114,175.438,193.229,0.056,24.01,11.564,4.554,7.349,10.808,15.908,19.427,0.155,24.01,108.399,9.241,45.12,105.081,162.675,224.275,0.047,24.01
2458,37.897,28.897,34.208,38.668,41.546,45.174,-0.152,0.05,36.04,31.436,33.504,35.159,38.573,42.544,0.256,0.05,26.055,21.052,23.937,26.31,28.166,30.57,-0.086,0.05,2.739,1.823,2.25,2.673,3.14,3.824,0.097,0.05,1.38,1.285,1.335,1.381,1.435,1.459,-0.016,0.05,138.271,126.23,132.479,137.197,143.929,152.547,0.132,0.05,19.529,17.395,19.4,19.921,19.961,19.992,-0.434,0.05,160.972,101.318,124.733,154.198,198.139,230.333,0.162,0.05
2461,48.47,43.243,46.278,48.794,50.787,52.868,-0.106,0.02,32.73,30.34,31.732,32.723,33.693,35.139,0.005,0.02,18.82,14.836,16.956,18.551,20.825,23.196,0.103,0.02,2.191,0.643,1.169,1.765,3.226,4.31,0.343,0.02,1.384,1.28,1.349,1.398,1.427,1.45,-0.259,0.02,151.718,139.397,145.335,149.916,156.442,169.896,0.187,0.02,18.376,15.918,17.488,18.417,19.705,19.977,-0.03,0.02,204.934,133.398,177.028,203.316,236.281,276.302,0.038,0.02
2462,57.277,49.26,54.342,57.506,60.407,64.44,-0.05,11.28,32.562,27.852,30.647,32.526,34.417,37.324,0.013,11.28,10.147,6.109,8.228,9.734,11.824,15.352,0.146,11.28,3.522,1.483,2.597,3.274,4.06,6.402,0.156,11.28,1.295,1.166,1.245,1.3,1.348,1.408,-0.074,11.28,169.454,148.425,159.887,168.957,178.061,192.147,0.037,11.28,8.983,5.469,7.194,8.376,10.109,14.896,0.22,11.28,67.794,0.048,16.732,52.267,110.063,179.409,0.258,11.28
2463,43.634,40.758,42.161,43.472,45.035,47.094,0.077,0.02,33.07,30.361,32.296,33.091,34.123,35.241,-0.014,0.02,23.331,20.385,21.886,23.606,24.691,25.964,-0.161,0.02,1.458,1.071,1.207,1.394,1.59,2.153,0.18,0.02,1.449,1.397,1.424,1.46,1.475,1.482,-0.374,0.02,138.17,129.375,131.609,138.306,142.844,149.835,-0.019,0.02,19.535,17.719,19.336,19.925,19.963,19.993,-0.484,0.02,236.335,208.842,221.545,234.576,248.849,278.735,0.089,0.02
2467,43.27,35.459,38.788,42.204,47.507,53.477,0.186,1.05,35.528,31.248,33.827,35.661,37.277,39.45,-0.052,1.05,21.198,13.78,18.311,21.9,24.304,27.015,-0.169,1.05,2.662,1.179,1.855,2.558,3.266,4.494,0.09,1.05,1.398,1.267,1.34,1.399,1.468,1.507,-0.02,1.05,140.312,123.076,130.051,136.746,149.664,165.839,0.26,1.05,17.813,11.236,16.47,19.016,19.932,19.986,-0.414,1.05,156.615,74.656,127.034,159.277,189.993,227.592,-0.057,1.05
2468,38.597,31.502,34.938,37.548,41.774,48.366,0.194,0.08,37.905,33.883,36.457,37.904,39.234,41.848,0.0,0.08,23.5,16.054,20.492,24.563,26.695,28.606,-0.26,0.08,3.016,1.516,2.264,2.824,3.474,5.244,0.153,0.08,1.339,1.199,1.307,1.352,1.388,1.431,-0.175,0.08,145.948,129.082,135.371,142.617,152.124,173.324,0.239,0.08,18.136,14.114,17.451,18.755,19.53,19.966,-0.283,0.08,158.092,85.896,136.894,163.351,185.461,214.405,-0.129,0.08
2469,51.343,41.32,47.435,50.894,54.975,62.098,0.072,10.1,33.53,28.294,31.919,33.784,35.457,37.684,-0.088,10.1,15.114,7.936,12.292,15.018,17.732,22.682,0.022,10.1,4.005,1.79,2.895,3.784,4.708,6.686,0.116,10.1,1.328,1.197,1.282,1.336,1.382,1.435,-0.107,10.1,156.045,134.065,144.897,154.1,166.163,182.689,0.129,10.1,12.614,6.061,8.49,11.684,16.916,19.911,0.2,10.1,104.584,17.08,55.189,99.239,149.466,212.005,0.089,10.1
2471,37.857,32.507,34.956,37.289,40.457,44.88,0.147,0.05,36.676,33.311,35.326,36.76,38.128,39.805,-0.042,0.05,25.473,20.732,23.678,25.748,27.216,29.759,-0.101,0.05,1.926,1.066,1.448,1.887,2.357,2.916,0.066,0.05,1.474,1.429,1.454,1.472,1.494,1.522,0.05,0.05,124.212,117.453,121.648,123.682,126.853,132.062,0.123,0.05,19.815,18.559,19.908,19.939,19.969,19.994,-0.241,0.05,166.997,127.591,146.242,162.79,184.685,221.152,0.146,0.05
2473,51.073,40.756,47.365,51.366,55.214,59.918,-0.051,1.79,34.08,29.838,32.302,34.028,35.793,38.519,0.02,1.79,14.844,8.173,11.288,14.368,17.781,23.466,0.101,1.79,3.581,1.45,2.661,3.439,4.267,6.007,0.091,1.79,1.292,1.135,1.236,1.299,1.353,1.434,-0.078,1.79,164.158,133.66,151.16,163.311,176.867,196.409,0.045,1.79,12.156,5.551,7.89,11.858,16.161,19.922,0.063,1.79,110.193,0.07,32.031,103.681,175.265,251.942,0.078,1.79
2474,55.221,49.468,53.392,55.522,57.422,59.958,-0.092,0.54,33.325,29.767,31.633,33.169,34.825,37.301,0.066,0.54,11.444,7.889,10.059,11.392,12.886,14.978,0.023,0.54,4.288,2.775,3.445,4.088,4.843,6.34,0.155,0.54,1.252,1.128,1.209,1.255,1.303,1.358,-0.048,0.54,178.371,159.601,169.932,178.098,186.847,198.585,0.023,0.54,10.439,6.878,8.502,9.872,11.576,16.134,0.199,0.54,76.326,0.049,26.605,74.755,120.866,169.72,0.028,0.54
2475,56.319,51.038,54.338,56.402,58.4,61.296,-0.026,2.22,32.346,28.899,30.725,32.161,33.803,36.363,0.08,2.22,11.325,7.411,9.828,11.288,12.895,15.141,0.016,2.22,4.41,2.659,3.473,4.032,4.734,7.874,0.208,2.22,1.288,1.149,1.246,1.296,1.34,1.392,-0.112,2.22,170.729,149.667,160.983,170.216,179.198,195.795,0.037,2.22,10.252,5.965,7.992,9.547,12.306,16.447,0.221,2.22,86.97,2.454,30.282,69.821,135.109,217.615,0.254,2.22
2477,39.205,33.16,36.157,38.657,41.962,46.715,0.131,7.5,36.702,33.047,35.184,36.773,38.25,40.099,-0.033,7.5,24.093,19.134,22.124,24.567,26.058,28.069,-0.17,7.5,2.967,1.618,2.072,2.675,3.429,5.196,0.209,7.5,1.354,1.2,1.317,1.368,1.415,1.474,-0.165,7.5,142.998,123.938,133.666,141.266,149.998,167.324,0.136,7.5,18.921,15.718,18.464,19.494,19.933,19.987,-0.383,7.5,171.848,89.223,144.739,179.562,202.161,230.448,-0.179,7.5
2478,37.3,31.809,34.691,37.083,39.624,43.642,0.06,0.05,35.801,32.658,34.291,35.554,37.004,39.906,0.112,0.05,26.906,21.002,24.18,27.359,29.727,31.708,-0.133,0.05,2.412,0.94,1.806,2.391,2.946,3.989,0.023,0.05,1.41,1.317,1.365,1.406,1.453,1.515,0.072,0.05,131.008,117.94,125.081,131.109,135.834,144.806,-0.012,0.05,19.714,18.092,19.9,19.934,19.967,19.993,-0.325,0.05,144.821,107.503,128.086,142.78,159.576,189.877,0.083,0.05
2480,41.859,36.548,39.863,41.939,43.905,47.055,-0.025,0.1,34.278,30.871,32.81,34.189,35.583,38.073,0.042,0.1,23.856,19.516,22.205,23.818,25.562,28.148,0.014,0.1,2.976,1.931,2.439,2.863,3.358,4.383,0.138,0.1,1.352,1.271,1.323,1.352,1.383,1.429,-0.002,0.1,139.982,127.262,134.808,139.542,144.718,153.201,0.056,0.1,18.868,16.586,18.116,19.137,19.909,19.982,-0.232,0.1,139.884,85.625,115.745,135.078,158.667,214.244,0.127,0.1
